E, cm-1	Sigma_00, cm2	Sigma_01, cm2	Sigma_02, cm2	Sigma_03, cm2	Sigma_10, cm2	Sigma_11, cm2	Sigma_12, cm2	Sigma_13, cm2	Sigma_20, cm2	Sigma_21, cm2	Sigma_22, cm2	Sigma_23, cm2	Sigma_30, cm2	Sigma_31, cm2	Sigma_32, cm2	Sigma_33, cm2	
1.054172e+05	3.212357e-14	3.521937e-19	0.000000e+00	0.000000e+00	6.199796e-20	3.918200e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054218e+05	3.190292e-14	3.128221e-19	0.000000e+00	0.000000e+00	6.120426e-20	3.896090e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054265e+05	3.191336e-14	2.887007e-19	0.000000e+00	0.000000e+00	6.188523e-20	3.866798e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054311e+05	3.193056e-14	2.771086e-19	0.000000e+00	0.000000e+00	6.434828e-20	3.836591e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054358e+05	3.195527e-14	2.768500e-19	0.000000e+00	0.000000e+00	6.901182e-20	3.812685e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054404e+05	3.198492e-14	2.945213e-19	0.000000e+00	0.000000e+00	7.822347e-20	3.795300e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054450e+05	3.178741e-14	3.364778e-19	0.000000e+00	0.000000e+00	9.462459e-20	3.779521e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054497e+05	3.158586e-14	4.084703e-19	0.000000e+00	0.000000e+00	1.209870e-19	3.761340e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054543e+05	3.161381e-14	5.219926e-19	0.000000e+00	0.000000e+00	1.621094e-19	3.741113e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054589e+05	3.164199e-14	6.819612e-19	0.000000e+00	0.000000e+00	2.211925e-19	3.722074e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054636e+05	3.167783e-14	8.640058e-19	0.000000e+00	0.000000e+00	2.916847e-19	3.706679e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054682e+05	3.148166e-14	1.025568e-18	0.000000e+00	0.000000e+00	3.592917e-19	3.694622e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054775e+05	3.134414e-14	1.215134e-18	0.000000e+00	0.000000e+00	4.549414e-19	3.671289e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054821e+05	3.139412e-14	1.263714e-18	0.000000e+00	0.000000e+00	4.875036e-19	3.657564e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054868e+05	3.121126e-14	1.294730e-18	0.000000e+00	0.000000e+00	5.136698e-19	3.643707e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054914e+05	3.125787e-14	1.311193e-18	0.000000e+00	0.000000e+00	5.340784e-19	3.631508e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.054960e+05	3.130558e-14	1.315976e-18	0.000000e+00	0.000000e+00	5.494741e-19	3.621395e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055007e+05	3.112898e-14	1.314174e-18	0.000000e+00	0.000000e+00	5.616954e-19	3.612586e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055053e+05	3.118316e-14	1.313975e-18	0.000000e+00	0.000000e+00	5.741498e-19	3.603696e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055099e+05	3.101680e-14	1.314656e-18	0.000000e+00	0.000000e+00	5.865818e-19	3.593828e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055146e+05	3.108058e-14	1.322860e-18	0.000000e+00	0.000000e+00	6.020590e-19	3.583180e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055192e+05	3.091842e-14	1.337176e-18	0.000000e+00	0.000000e+00	6.201393e-19	3.572653e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055239e+05	3.097728e-14	1.368205e-18	0.000000e+00	0.000000e+00	6.459931e-19	3.563183e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055285e+05	3.104170e-14	1.430152e-18	0.000000e+00	0.000000e+00	6.868556e-19	3.555059e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055331e+05	3.087384e-14	1.557570e-18	0.000000e+00	0.000000e+00	7.603154e-19	3.547831e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055378e+05	3.093928e-14	1.809653e-18	0.000000e+00	0.000000e+00	8.971929e-19	3.540707e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.055424e+05	3.073197e-14	1.912403e-18	0.000000e+00	0.000000e+00	9.623151e-19	3.533161e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
