R	H01	H02	H03	H04	H05	H06	H07	H08	H09	H010	H011	H012	H013	H014	H015	H016	H017	H018	H019	H020	H021	H022	H023	H024	H025
9.4	-529.5330851	-529.4844683	-529.4773226	-529.4772523	-529.5331188	-529.4774304	-529.4733594	-529.5331187	-529.4774303	-529.4733594	-529.4773319	-529.4732587	-529.9533093	-529.5272395	-529.4758144	-529.4757733	-529.4656876	-529.5269692	-529.4756597	-529.4735694	-529.5269692	-529.4756597	-529.4735694	-529.4755479	-529.4734568
9.3	-529.5330852	-529.4844683	-529.4773218	-529.4772525	-529.533119	-529.4774299	-529.4733587	-529.5331189	-529.4774299	-529.4733586	-529.4773317	-529.4732588	-529.9533093	-529.5272396	-529.4758134	-529.4757735	-529.4656866	-529.5269694	-529.4756591	-529.4735687	-529.5269693	-529.4756591	-529.4735687	-529.475548	-529.4734569
9.2	-529.5330854	-529.4844683	-529.4773209	-529.4772527	-529.5331191	-529.4774293	-529.4733578	-529.533119	-529.4774293	-529.4733577	-529.4773318	-529.473259	-529.9533094	-529.5272397	-529.4758123	-529.4757738	-529.4656854	-529.5269695	-529.4756584	-529.4735679	-529.5269695	-529.4756584	-529.4735679	-529.4755481	-529.473457
9.1	-529.5330855	-529.4844683	-529.4773199	-529.477253	-529.5331192	-529.4774287	-529.4733568	-529.5331192	-529.4774286	-529.4733567	-529.4773319	-529.4732591	-529.9533094	-529.5272398	-529.475811	-529.475774	-529.4656842	-529.5269696	-529.4756576	-529.473567	-529.5269696	-529.4756576	-529.473567	-529.4755482	-529.4734571
9	-529.5330857	-529.4844683	-529.4773186	-529.4772532	-529.5331193	-529.4774279	-529.4733556	-529.5331194	-529.4774279	-529.4733556	-529.477332	-529.4732592	-529.9533095	-529.5272399	-529.4758095	-529.4757743	-529.4656828	-529.5269698	-529.4756566	-529.4735659	-529.5269698	-529.4756566	-529.4735659	-529.4755483	-529.4734572
8.9	-529.5330858	-529.4844682	-529.4773172	-529.4772535	-529.5331195	-529.477427	-529.4733543	-529.5331195	-529.477427	-529.4733543	-529.4773322	-529.4732594	-529.9533095	-529.5272401	-529.4758078	-529.4757746	-529.4656812	-529.52697	-529.4756555	-529.4735647	-529.5269699	-529.4756555	-529.4735647	-529.4755484	-529.4734573
8.8	-529.533086	-529.484468	-529.4773156	-529.4772538	-529.5331197	-529.477426	-529.4733529	-529.5331197	-529.477426	-529.4733529	-529.4773323	-529.4732595	-529.9533095	-529.5272403	-529.4758059	-529.4757749	-529.4656794	-529.5269695	-529.4756542	-529.4735633	-529.5269695	-529.4756542	-529.4735633	-529.4755486	-529.4734575
8.7	-529.5330862	-529.4844679	-529.4773138	-529.4772542	-529.5331199	-529.4774248	-529.4733512	-529.5331199	-529.4774248	-529.4733512	-529.4773325	-529.4732597	-529.9533095	-529.5272404	-529.4758036	-529.4757753	-529.4656774	-529.5269696	-529.4756528	-529.4735617	-529.5269697	-529.4756528	-529.4735617	-529.4755487	-529.4734576
8.6	-529.5330863	-529.4844676	-529.4773116	-529.4772546	-529.5331201	-529.4774235	-529.4733494	-529.5331201	-529.4774235	-529.4733494	-529.4773327	-529.4732598	-529.9533095	-529.5272405	-529.4758011	-529.4757757	-529.4656751	-529.5269698	-529.4756512	-529.4735598	-529.5269698	-529.4756512	-529.4735598	-529.4755489	-529.4734578
8.5	-529.5330865	-529.4844673	-529.4773092	-529.477255	-529.5331203	-529.4774219	-529.4733472	-529.5331204	-529.477422	-529.4733473	-529.4773328	-529.47326	-529.9533094	-529.5272407	-529.4757982	-529.4757762	-529.4656731	-529.5269699	-529.4756493	-529.4735578	-529.5269699	-529.4756493	-529.4735578	-529.4755491	-529.4734579
8.4	-529.5330867	-529.4844669	-529.4773064	-529.4772555	-529.5331205	-529.4774202	-529.4733448	-529.5331206	-529.4774202	-529.4733448	-529.477333	-529.4732602	-529.9533094	-529.5272408	-529.4757949	-529.4757767	-529.4656702	-529.5269701	-529.4756473	-529.4735555	-529.5269701	-529.4756473	-529.4735555	-529.4755493	-529.4734581
8.3	-529.5330869	-529.4844664	-529.4773031	-529.477256	-529.5331207	-529.4774182	-529.473342	-529.5331207	-529.4774182	-529.473342	-529.4773333	-529.4732604	-529.9533095	-529.527241	-529.4757912	-529.4757773	-529.4656672	-529.5269702	-529.4756449	-529.4735528	-529.5269703	-529.4756449	-529.4735528	-529.4755495	-529.4734583
8.2	-529.5330871	-529.4844658	-529.4772995	-529.4772567	-529.533121	-529.477416	-529.4733387	-529.533121	-529.477416	-529.4733387	-529.4773335	-529.4732607	-529.9533095	-529.5272411	-529.4757745	-529.4757904	-529.4656636	-529.5269704	-529.4756422	-529.4735497	-529.5269704	-529.4756422	-529.4735497	-529.4755497	-529.4734585
8.1	-529.5330916	-529.4844707	-529.477305	-529.4772607	-529.5331213	-529.4774135	-529.4733357	-529.5331213	-529.4774135	-529.4733357	-529.477336	-529.4732631	-529.9533097	-529.5272429	-529.4757756	-529.4757862	-529.4656596	-529.5269736	-529.4756415	-529.4735505	-529.5269736	-529.4756415	-529.4735505	-529.4755514	-529.4734601
8	-529.5330918	-529.4844698	-529.4773002	-529.4772615	-529.5331216	-529.4774105	-529.4733316	-529.5331216	-529.4774105	-529.4733317	-529.4773363	-529.4732634	-529.9533098	-529.527243	-529.475776	-529.4757813	-529.4656552	-529.5269738	-529.475638	-529.4735465	-529.5269737	-529.475638	-529.4735465	-529.4755517	-529.4734604
7.9	-529.533092	-529.4844688	-529.4772948	-529.4772624	-529.5331219	-529.4774071	-529.4733271	-529.5331219	-529.4774071	-529.4733271	-529.4773366	-529.4732637	-529.9533099	-529.5272431	-529.4757763	-529.4757757	-529.4656502	-529.5269739	-529.475634	-529.473542	-529.5269738	-529.475634	-529.473542	-529.475552	-529.4734607
7.8	-529.5330922	-529.4844675	-529.4772886	-529.4772634	-529.5331222	-529.4774032	-529.473322	-529.5331222	-529.4774032	-529.473322	-529.477337	-529.4732642	-529.95331	-529.5272431	-529.4757767	-529.4757693	-529.4656446	-529.5269739	-529.4756296	-529.4735369	-529.5269739	-529.4756296	-529.4735369	-529.475552	-529.4734615
7.7	-529.5330923	-529.484466	-529.4772587	-529.4772874	-529.5331224	-529.4773988	-529.4733162	-529.5331224	-529.4773988	-529.4733162	-529.4773374	-529.4732646	-529.95331	-529.527243	-529.4757772	-529.475762	-529.4656383	-529.5269739	-529.4756246	-529.4735312	-529.5269739	-529.4756246	-529.4735312	-529.4755524	-529.4734619
7.6	-529.5330925	-529.4844643	-529.4772592	-529.4772801	-529.5331226	-529.4773939	-529.4733097	-529.5331226	-529.4773939	-529.4733097	-529.4773379	-529.4732651	-529.9533101	-529.5272429	-529.4757777	-529.4757539	-529.4656315	-529.5269739	-529.475619	-529.4735246	-529.5269739	-529.475619	-529.4735246	-529.4755529	-529.4734624
7.5	-529.5330925	-529.4844622	-529.4772598	-529.4772719	-529.5331228	-529.4773883	-529.4733023	-529.5331228	-529.4773883	-529.4733023	-529.4773385	-529.4732657	-529.9533102	-529.5272427	-529.4757783	-529.4757447	-529.4656238	-529.5269738	-529.4756128	-529.4735172	-529.5269737	-529.4756128	-529.4735172	-529.4755535	-529.473463
7.4	-529.5330926	-529.4844597	-529.4772605	-529.4772625	-529.5331229	-529.4773819	-529.473294	-529.5331229	-529.4773819	-529.473294	-529.4773391	-529.4732664	-529.9533103	-529.5272424	-529.475779	-529.4757343	-529.4656152	-529.5269736	-529.4756058	-529.4735088	-529.5269735	-529.4756058	-529.4735088	-529.4755542	-529.4734637
7.3	-529.5330925	-529.4844569	-529.4772612	-529.4772519	-529.533123	-529.4773748	-529.4732847	-529.533123	-529.4773748	-529.4732847	-529.4773398	-529.4732671	-529.9533105	-529.527242	-529.4757797	-529.4757227	-529.4656057	-529.5269733	-529.475598	-529.4734993	-529.5269732	-529.475598	-529.4734993	-529.4755549	-529.4734644
7.2	-529.5330924	-529.4844537	-529.4772621	-529.4772398	-529.5331231	-529.4773668	-529.4732742	-529.5331231	-529.4773668	-529.4732742	-529.4773406	-529.473268	-529.9533105	-529.5272403	-529.4757806	-529.4757103	-529.4655952	-529.5269729	-529.4755895	-529.4734886	-529.5269729	-529.4755895	-529.4734886	-529.4755557	-529.4734653
7.1	-529.5330922	-529.4844499	-529.477263	-529.4772262	-529.533123	-529.4773578	-529.4732623	-529.533123	-529.4773579	-529.4732623	-529.4773415	-529.473269	-529.9533107	-529.5272397	-529.4757815	-529.4756956	-529.4655833	-529.5269724	-529.4755799	-529.4734765	-529.5269724	-529.4755799	-529.4734765	-529.4755566	-529.4734662
7	-529.5330918	-529.4844454	-529.4772641	-529.4772107	-529.5331228	-529.4773478	-529.473249	-529.5331228	-529.4773478	-529.473249	-529.4773425	-529.4732701	-529.9533109	-529.5272388	-529.4757826	-529.475679	-529.4655703	-529.5269716	-529.4755692	-529.4734627	-529.5269716	-529.4755692	-529.4734627	-529.4755578	-529.4734674
6.9	-529.5330912	-529.4844403	-529.4772653	-529.4771932	-529.5331225	-529.4773365	-529.473234	-529.5331225	-529.4773365	-529.473234	-529.4773437	-529.4732713	-529.9533111	-529.5272386	-529.4757838	-529.4756596	-529.4655559	-529.5269706	-529.4755575	-529.473447	-529.5269706	-529.4755575	-529.473447	-529.4755589	-529.4734686
6.8	-529.5330904	-529.4844344	-529.4772666	-529.4771735	-529.533122	-529.477324	-529.4732171	-529.533122	-529.477324	-529.4732171	-529.4773449	-529.4732726	-529.9533113	-529.5272371	-529.4757851	-529.4756388	-529.46554	-529.5269695	-529.4755446	-529.4734293	-529.5269695	-529.4755446	-529.4734293	-529.4755603	-529.47347
6.7	-529.5330893	-529.4844277	-529.4772681	-529.4771512	-529.5331213	-529.47731	-529.4731981	-529.5331212	-529.47731	-529.4731981	-529.4773463	-529.4732742	-529.9533115	-529.5272345	-529.4757869	-529.4756167	-529.4655227	-529.5269679	-529.4755304	-529.4734092	-529.5269679	-529.4755304	-529.4734092	-529.4755618	-529.4734715
6.6	-529.5330879	-529.48442	-529.4772698	-529.4771261	-529.5331202	-529.4772944	-529.4731767	-529.5331202	-529.4772945	-529.4731767	-529.4773479	-529.4732759	-529.9533118	-529.5272322	-529.4757886	-529.4755907	-529.4655032	-529.5269658	-529.4755149	-529.4733864	-529.5269658	-529.4755149	-529.4733864	-529.4755635	-529.4734733
6.5	-529.533086	-529.4844112	-529.4772716	-529.4770977	-529.5331204	-529.4772776	-529.4731534	-529.5331204	-529.4772776	-529.4731534	-529.4773497	-529.4732778	-529.9533121	-529.5272293	-529.4757904	-529.4755619	-529.4654817	-529.5269632	-529.4754979	-529.4733605	-529.5269632	-529.4754979	-529.4733605	-529.4755654	-529.4734752
6.4	-529.5330835	-529.4844013	-529.4772737	-529.4770658	-529.5331186	-529.4772586	-529.4731264	-529.5331186	-529.4772586	-529.4731264	-529.4773517	-529.4732799	-529.9533126	-529.5272268	-529.4757925	-529.475529	-529.465458	-529.5269601	-529.4754797	-529.4733311	-529.5269601	-529.4754797	-529.4733311	-529.4755675	-529.4734774
6.3	-529.5330804	-529.48439	-529.477276	-529.4770299	-529.5331162	-529.4772377	-529.4730961	-529.5331162	-529.4772377	-529.4730961	-529.4773539	-529.4732823	-529.9533132	-529.5272225	-529.4757947	-529.4754933	-529.4654321	-529.5269563	-529.47546	-529.4732978	-529.5269563	-529.47546	-529.4732978	-529.4755698	-529.4734798
6.2	-529.5330766	-529.4843772	-529.4772785	-529.4769895	-529.5331132	-529.4772147	-529.473062	-529.5331132	-529.4772147	-529.473062	-529.4773566	-529.4732853	-529.9533136	-529.5272173	-529.4757973	-529.4754537	-529.4654032	-529.5269519	-529.4754392	-529.47326	-529.5269519	-529.4754392	-529.47326	-529.4755725	-529.4734826
6.1	-529.5330718	-529.4843629	-529.4772814	-529.4769441	-529.5331095	-529.4771896	-529.4730236	-529.5331095	-529.4771896	-529.4730236	-529.4773594	-529.4732883	-529.9533142	-529.5272109	-529.4758002	-529.4754099	-529.4653714	-529.5269462	-529.4754168	-529.473217	-529.5269462	-529.4754168	-529.473217	-529.4755754	-529.4734855
6	-529.5330659	-529.4843468	-529.4772846	-529.4768931	-529.5331048	-529.4771622	-529.4729806	-529.5331048	-529.4771622	-529.4729806	-529.4773625	-529.4732917	-529.9533147	-529.5272033	-529.4758034	-529.4753614	-529.4653361	-529.5269393	-529.4753932	-529.4731681	-529.5269394	-529.4753933	-529.4731681	-529.4755782	-529.4734879
5.95	-529.5330624	-529.4843381	-529.4772863	-529.4768654	-529.5331021	-529.4771476	-529.4729571	-529.5331021	-529.4771476	-529.4729571	-529.4773642	-529.4732935	-529.953315	-529.527199	-529.4758053	-529.4753355	-529.4653174	-529.5269354	-529.475381	-529.4731412	-529.5269354	-529.475381	-529.4731412	-529.4755805	-529.4734903
5.9	-529.5330586	-529.4843289	-529.4772881	-529.476836	-529.533099	-529.4771324	-529.4729322	-529.533099	-529.4771325	-529.4729322	-529.477366	-529.4732954	-529.9533153	-529.5271943	-529.4758071	-529.4753082	-529.4652977	-529.526931	-529.4753685	-529.4731125	-529.5269311	-529.4753686	-529.4731125	-529.4755824	-529.4734922
5.85	-529.5330543	-529.4843192	-529.47729	-529.4768047	-529.5330956	-529.4771168	-529.4729058	-529.5330956	-529.4771168	-529.4729058	-529.4773687	-529.4732977	-529.9533156	-529.5271888	-529.4758092	-529.4752796	-529.4652775	-529.5269264	-529.4753558	-529.473082	-529.5269264	-529.4753558	-529.473082	-529.4755847	-529.4734948
5.8	-529.5330497	-529.484309	-529.4772921	-529.4767718	-529.5330919	-529.4771005	-529.4728778	-529.5330919	-529.4771005	-529.4728778	-529.4773707	-529.4732999	-529.953316	-529.5271831	-529.4758113	-529.4752496	-529.4652558	-529.5269212	-529.4753429	-529.4730494	-529.5269212	-529.4753429	-529.4730494	-529.4755868	-529.4734969
5.75	-529.5330446	-529.4842983	-529.4772942	-529.4767369	-529.5330878	-529.4770835	-529.4728481	-529.5330878	-529.4770835	-529.4728481	-529.477373	-529.4733023	-529.9533165	-529.527176	-529.4758135	-529.4752188	-529.4652333	-529.5269155	-529.4753298	-529.4730147	-529.5269155	-529.4753298	-529.4730147	-529.475589	-529.4734992
5.7	-529.5330389	-529.4842869	-529.4772965	-529.4766999	-529.5330833	-529.477066	-529.4728167	-529.5330832	-529.477066	-529.4728167	-529.4773753	-529.4733048	-529.953317	-529.5271692	-529.4758158	-529.4751859	-529.4652096	-529.5269094	-529.4753166	-529.4729778	-529.5269094	-529.4753166	-529.4729778	-529.4755914	-529.4735017
5.65	-529.5330328	-529.484275	-529.4772989	-529.4766608	-529.5330782	-529.4770479	-529.4727833	-529.5330782	-529.4770479	-529.4727833	-529.4773777	-529.4733073	-529.9533175	-529.5271619	-529.4758183	-529.4751515	-529.4651848	-529.5269027	-529.4753033	-529.4729384	-529.5269028	-529.4753033	-529.4729385	-529.4755939	-529.4735043
5.6	-529.533026	-529.4842626	-529.4773015	-529.4766195	-529.5330727	-529.4770292	-529.472748	-529.5330727	-529.4770292	-529.472748	-529.4773803	-529.4733101	-529.953318	-529.5271539	-529.475821	-529.4751155	-529.4651588	-529.5268954	-529.4752899	-529.4728966	-529.5268955	-529.4752899	-529.4728966	-529.4755965	-529.473507
5.55	-529.5330186	-529.4842496	-529.4773043	-529.4765758	-529.5330667	-529.47701	-529.4727105	-529.5330667	-529.47701	-529.4727105	-529.4773831	-529.4733131	-529.9533186	-529.5271453	-529.4758238	-529.4750779	-529.4651316	-529.5268875	-529.4752766	-529.472852	-529.5268875	-529.4752766	-529.472852	-529.4755993	-529.47351
5.5	-529.5330105	-529.484236	-529.4773072	-529.4765295	-529.53306	-529.4769902	-529.4726709	-529.53306	-529.4769902	-529.4726709	-529.477386	-529.4733162	-529.9533192	-529.5271358	-529.4758268	-529.4750386	-529.4651031	-529.5268789	-529.4752632	-529.4728046	-529.5268789	-529.4752632	-529.4728046	-529.4756024	-529.4735134
5.45	-529.5330017	-529.4842218	-529.4773103	-529.4764807	-529.5330528	-529.4769699	-529.4726289	-529.5330528	-529.4769699	-529.4726289	-529.4773891	-529.4733195	-529.9533199	-529.5271255	-529.47583	-529.4749976	-529.4650733	-529.5268695	-529.47525	-529.4727542	-529.5268695	-529.47525	-529.4727542	-529.4756056	-529.4735167
5.4	-529.532992	-529.484207	-529.4773136	-529.476429	-529.5330448	-529.4769491	-529.4725843	-529.5330448	-529.4769491	-529.4725843	-529.4773924	-529.4733229	-529.9533206	-529.5271144	-529.4758334	-529.4749549	-529.4650421	-529.5268593	-529.4752368	-529.4727007	-529.5268594	-529.4752369	-529.4727007	-529.475609	-529.4735202
5.35	-529.5329814	-529.4841916	-529.4773171	-529.4763744	-529.5330361	-529.4769278	-529.4725371	-529.5330361	-529.4769278	-529.4725371	-529.4773959	-529.4733266	-529.9533213	-529.5271024	-529.475837	-529.4749103	-529.4650096	-529.5268483	-529.4752239	-529.4726439	-529.5268486	-529.4752239	-529.4726439	-529.4756126	-529.4735239
5.3	-529.5329695	-529.4841756	-529.4773206	-529.476316	-529.5330266	-529.4769061	-529.4724872	-529.5330266	-529.4769061	-529.4724872	-529.4773997	-529.4733306	-529.9533221	-529.5270894	-529.4758408	-529.474864	-529.4649755	-529.5268366	-529.4752112	-529.4725836	-529.5268367	-529.4752112	-529.4725837	-529.4756165	-529.4735279
5.25	-529.5329569	-529.484159	-529.4773246	-529.476255	-529.5330162	-529.4768841	-529.4724343	-529.5330162	-529.4768841	-529.4724343	-529.4774037	-529.4733348	-529.953323	-529.5270757	-529.4758451	-529.4748161	-529.4649401	-529.5268237	-529.4751988	-529.4725197	-529.5268237	-529.4751988	-529.4725197	-529.4756206	-529.4735322
5.2	-529.5329432	-529.4841418	-529.4773289	-529.4761907	-529.533005	-529.4768616	-529.4723783	-529.5330049	-529.4768616	-529.4723783	-529.477408	-529.4733393	-529.9533239	-529.5270604	-529.4758494	-529.4747661	-529.464903	-529.5268097	-529.4751867	-529.472452	-529.5268097	-529.4751867	-529.472452	-529.4756251	-529.4735367
5.15	-529.5329283	-529.484124	-529.4773334	-529.4761227	-529.5329927	-529.4768389	-529.4723191	-529.5329927	-529.4768389	-529.4723191	-529.4774125	-529.4733441	-529.9533248	-529.527044	-529.4758541	-529.4747141	-529.4648641	-529.5267946	-529.4751751	-529.4723803	-529.5267946	-529.4751751	-529.4723803	-529.4756298	-529.4735415
5.1	-529.5329121	-529.4841057	-529.4773383	-529.476051	-529.5329793	-529.476816	-529.4722565	-529.5329793	-529.476816	-529.4722565	-529.4774174	-529.4733492	-529.9533259	-529.5270261	-529.4758589	-529.4746601	-529.4648235	-529.5267783	-529.4751639	-529.4723046	-529.5267783	-529.4751639	-529.4723046	-529.4756348	-529.4735467
5.05	-529.5328945	-529.4840868	-529.4773434	-529.4759754	-529.5329648	-529.4767929	-529.4721902	-529.5329648	-529.4767929	-529.4721902	-529.4774226	-529.4733546	-529.9533271	-529.5270069	-529.4758642	-529.4746043	-529.4647813	-529.5267607	-529.4751533	-529.4722245	-529.5267607	-529.4751533	-529.4722245	-529.4756401	-529.4735522
5	-529.5328754	-529.4840674	-529.477349	-529.4758957	-529.532949	-529.4767697	-529.4721203	-529.532949	-529.4767697	-529.4721203	-529.4774281	-529.4733604	-529.9533284	-529.5269863	-529.4758699	-529.4745465	-529.4647373	-529.5267417	-529.4751433	-529.47214	-529.5267417	-529.4751433	-529.47214	-529.4756458	-529.473558
4.95	-529.5328546	-529.4840475	-529.4773548	-529.4758116	-529.5329319	-529.4767464	-529.4720464	-529.5329319	-529.4767464	-529.4720464	-529.477434	-529.4733666	-529.9533297	-529.526964	-529.4758759	-529.4744868	-529.4646914	-529.5267213	-529.4751339	-529.4720509	-529.5267213	-529.4751339	-529.4720509	-529.4756536	-529.4735655
4.9	-529.5328322	-529.4840272	-529.4773611	-529.475723	-529.5329138	-529.4767232	-529.4719684	-529.5329138	-529.4767233	-529.4719684	-529.4774403	-529.4733732	-529.9533312	-529.5269402	-529.4758825	-529.4744251	-529.4646435	-529.5266992	-529.4751252	-529.4719571	-529.5266993	-529.4751252	-529.4719571	-529.4756624	-529.4735731
4.85	-529.5328079	-529.4840064	-529.4773678	-529.4756296	-529.5328938	-529.4767003	-529.4718863	-529.5328938	-529.4767003	-529.4718863	-529.477447	-529.4733802	-529.953333	-529.5269144	-529.4758894	-529.4743615	-529.4645939	-529.5266756	-529.4751173	-529.4718584	-529.5266756	-529.4751173	-529.4718584	-529.4756693	-529.4735802
4.8	-529.5327815	-529.4839853	-529.477375	-529.4755314	-529.5328722	-529.4766776	-529.4717997	-529.5328722	-529.4766776	-529.4717997	-529.4774542	-529.4733877	-529.9533348	-529.5268868	-529.4758967	-529.474296	-529.4645421	-529.5266501	-529.4751101	-529.4717547	-529.5266501	-529.4751101	-529.4717547	-529.4756767	-529.4735877
4.75	-529.5327531	-529.4839639	-529.4773826	-529.475428	-529.5328487	-529.4766551	-529.4717084	-529.5328487	-529.4766551	-529.4717084	-529.4774618	-529.4733956	-529.9533367	-529.526857	-529.4759045	-529.4742285	-529.4644883	-529.5266227	-529.4751039	-529.4716458	-529.5266228	-529.4751039	-529.4716458	-529.4756845	-529.4735958
4.7	-529.5327224	-529.4839422	-529.4773907	-529.4753193	-529.5328234	-529.476633	-529.4716123	-529.5328234	-529.476633	-529.4716123	-529.4774699	-529.4734041	-529.9533388	-529.5268251	-529.475913	-529.4741594	-529.4644326	-529.5265934	-529.4750985	-529.4715318	-529.5265934	-529.4750985	-529.4715318	-529.4756929	-529.4736043
4.65	-529.5326896	-529.48392	-529.4773995	-529.4752058	-529.532796	-529.4766114	-529.4715113	-529.532796	-529.4766114	-529.4715113	-529.4774777	-529.4734121	-529.9533409	-529.5267921	-529.4759219	-529.4740875	-529.4643741	-529.5265618	-529.4750942	-529.4714124	-529.5265618	-529.4750942	-529.4714124	-529.4757018	-529.4736134
4.6	-529.5326539	-529.4838979	-529.4774086	-529.4750859	-529.5327664	-529.4765904	-529.4714053	-529.5327664	-529.4765904	-529.4714053	-529.4774869	-529.4734216	-529.9533435	-529.5267554	-529.4759312	-529.4740148	-529.4643141	-529.526528	-529.4750908	-529.4712876	-529.526528	-529.4750908	-529.4712876	-529.4757113	-529.473623
4.55	-529.5326154	-529.4838757	-529.4774184	-529.47496	-529.5327345	-529.4765701	-529.471294	-529.5327345	-529.4765701	-529.471294	-529.4774979	-529.4734341	-529.9533461	-529.5267161	-529.4759413	-529.4739401	-529.4642517	-529.5264917	-529.4750884	-529.4711573	-529.5264917	-529.4750884	-529.4711573	-529.4757213	-529.4736332
4.5	-529.5325736	-529.4838543	-529.4774286	-529.4748274	-529.5327002	-529.4765507	-529.4711774	-529.5327002	-529.4765507	-529.4711774	-529.4775083	-529.4734449	-529.9533488	-529.526674	-529.4759519	-529.473864	-529.4641871	-529.5264533	-529.4750872	-529.4710215	-529.5264533	-529.4750872	-529.4710215	-529.475732	-529.4736441
4.45	-529.5325291	-529.4838323	-529.4774396	-529.4746891	-529.5326632	-529.4765321	-529.4710554	-529.5326632	-529.4765321	-529.4710554	-529.4775193	-529.4734563	-529.9533518	-529.5266291	-529.4759631	-529.4737864	-529.4641204	-529.5264118	-529.4750871	-529.4708801	-529.5264118	-529.4750871	-529.4708801	-529.4757432	-529.4736555
4.4	-529.5324812	-529.4838104	-529.4774512	-529.4745445	-529.5326233	-529.4765146	-529.4709279	-529.5326233	-529.4765146	-529.470928	-529.477531	-529.4734684	-529.9533549	-529.5265811	-529.475975	-529.4737075	-529.4640515	-529.5263673	-529.4750881	-529.4707331	-529.5263673	-529.4750881	-529.4707331	-529.4757552	-529.4736677
