R	H01	H02	H03	H04	H05	H06	H07	H08	H09	H010	H011	H012	H013	H014	H015	H016	H017	H018	H019	H020	H021	H022	H023	H024	H025
9.2	-529.5544649	-529.506097	-529.4991024	-529.4990165	-529.554527	-529.4992092	-529.49512	-529.554527	-529.4992092	-529.49512	-529.4990981	-529.4950036	-529.9793551	-529.5487868	-529.4976793	-529.4976366	-529.4874929	-529.5485088	-529.497505	-529.4953837	-529.5485088	-529.497505	-529.4953837	-529.4973811	-529.4952542
9.1	-529.5544651	-529.506097	-529.4991014	-529.4990167	-529.5545272	-529.4992086	-529.4951191	-529.5545272	-529.4992086	-529.4951191	-529.4990982	-529.4950037	-529.9793551	-529.5487869	-529.4976781	-529.4976369	-529.4874918	-529.5485089	-529.4975043	-529.4953829	-529.5485089	-529.4975043	-529.4953829	-529.4973812	-529.4952544
9	-529.5544652	-529.506097	-529.4991003	-529.499017	-529.5545273	-529.499208	-529.495118	-529.5545273	-529.499208	-529.4951181	-529.4990984	-529.4950038	-529.9793551	-529.5487871	-529.4976767	-529.4976371	-529.4874904	-529.5485091	-529.4975034	-529.4953819	-529.5485091	-529.4975034	-529.4953819	-529.4973813	-529.4952545
8.9	-529.5544654	-529.506097	-529.4990991	-529.4990173	-529.5545275	-529.4992072	-529.4951169	-529.5545275	-529.4992072	-529.4951169	-529.4990985	-529.495004	-529.9793551	-529.5487873	-529.4976752	-529.4976374	-529.487489	-529.5485092	-529.4975024	-529.4953808	-529.5485092	-529.4975024	-529.4953808	-529.4973814	-529.4952546
8.8	-529.5544655	-529.5060969	-529.4990976	-529.4990176	-529.5545277	-529.4992063	-529.4951156	-529.5545277	-529.4992063	-529.4951156	-529.4990987	-529.4950041	-529.9793551	-529.5487874	-529.4976734	-529.4976378	-529.4874873	-529.5485094	-529.4975013	-529.4953796	-529.5485094	-529.4975013	-529.4953796	-529.4973816	-529.4952548
8.7	-529.5544657	-529.5060968	-529.4990959	-529.4990179	-529.5545279	-529.4992053	-529.4951141	-529.5545279	-529.4992053	-529.4951141	-529.4990988	-529.4950043	-529.9793551	-529.5487876	-529.4976714	-529.4976382	-529.4874854	-529.5485095	-529.4975	-529.4953781	-529.5485095	-529.4975	-529.4953781	-529.4973817	-529.4952549
8.6	-529.5544659	-529.5060967	-529.499094	-529.4990183	-529.5545281	-529.4992041	-529.4951124	-529.5545281	-529.4992041	-529.4951124	-529.499099	-529.4950045	-529.9793549	-529.5487877	-529.497669	-529.4976386	-529.487484	-529.5485097	-529.4974985	-529.4953765	-529.5485097	-529.4974985	-529.4953765	-529.4973813	-529.495255
8.5	-529.5544661	-529.5060964	-529.4990918	-529.4990188	-529.5545283	-529.4992027	-529.4951104	-529.5545283	-529.4992027	-529.4951104	-529.4990992	-529.4950047	-529.9793549	-529.5487879	-529.4976664	-529.4976391	-529.4874816	-529.5485098	-529.4974968	-529.4953746	-529.5485098	-529.4974968	-529.4953746	-529.4973815	-529.4952552
8.4	-529.5544663	-529.5060961	-529.4990892	-529.4990193	-529.5545287	-529.4992013	-529.4951081	-529.5545287	-529.4992013	-529.4951081	-529.4990994	-529.4950049	-529.9793549	-529.548788	-529.4976633	-529.4976397	-529.4874789	-529.54851	-529.4974951	-529.4953726	-529.54851	-529.4974951	-529.4953726	-529.4973817	-529.4952554
8.3	-529.5544665	-529.5060958	-529.4990863	-529.4990199	-529.5545289	-529.4991995	-529.4951056	-529.5545289	-529.4991995	-529.4951056	-529.4990997	-529.4950051	-529.979355	-529.548788	-529.4976592	-529.4976403	-529.487475	-529.5485102	-529.4974929	-529.4953702	-529.5485102	-529.4974929	-529.4953702	-529.4973819	-529.4952556
8.2	-529.5544668	-529.5060952	-529.4990829	-529.4990205	-529.5545292	-529.4991974	-529.4951027	-529.5545292	-529.4991974	-529.4951027	-529.4990999	-529.4950054	-529.979355	-529.5487882	-529.4976552	-529.497641	-529.4874716	-529.5485103	-529.4974904	-529.4953674	-529.5485104	-529.4974904	-529.4953674	-529.4973822	-529.4952559
8.1	-529.5544714	-529.5061034	-529.4990912	-529.4990259	-529.5545295	-529.4991952	-529.4951	-529.5545295	-529.4991952	-529.4951	-529.4991031	-529.4950093	-529.979355	-529.5487894	-529.4976391	-529.497657	-529.4874689	-529.5485135	-529.4974901	-529.4953687	-529.5485136	-529.49749	-529.4953687	-529.4973842	-529.4952582
8	-529.5544716	-529.5061027	-529.4990868	-529.4990268	-529.5545298	-529.4991924	-529.4950963	-529.5545298	-529.4991924	-529.4950963	-529.4991034	-529.4950096	-529.979355	-529.5487895	-529.4976395	-529.4976524	-529.4874646	-529.5485138	-529.4974868	-529.495365	-529.5485137	-529.4974868	-529.495365	-529.4973846	-529.4952585
7.9	-529.5544719	-529.5061018	-529.4990817	-529.4990277	-529.5545301	-529.4991893	-529.4950921	-529.5545301	-529.4991893	-529.4950921	-529.4991038	-529.49501	-529.9793551	-529.5487896	-529.4976399	-529.4976472	-529.4874599	-529.5485139	-529.4974832	-529.4953609	-529.5485138	-529.4974831	-529.4953609	-529.4973849	-529.4952589
7.8	-529.5544721	-529.5061007	-529.4990759	-529.4990287	-529.5545304	-529.4991857	-529.4950873	-529.5545304	-529.4991857	-529.4950873	-529.4991042	-529.4950104	-529.9793553	-529.5487894	-529.49764	-529.4976411	-529.4874545	-529.548514	-529.497479	-529.4953562	-529.5485139	-529.497479	-529.4953562	-529.4973853	-529.4952593
7.7	-529.5544723	-529.5060994	-529.4990693	-529.4990299	-529.5545307	-529.4991817	-529.495082	-529.5545307	-529.4991817	-529.495082	-529.4991046	-529.4950109	-529.9793553	-529.5487893	-529.4976405	-529.4976344	-529.4874486	-529.548514	-529.4974744	-529.4953509	-529.548514	-529.4974744	-529.4953509	-529.4973858	-529.4952597
7.6	-529.5544724	-529.5060979	-529.4990618	-529.4990312	-529.5545309	-529.499177	-529.4950759	-529.5545309	-529.499177	-529.4950759	-529.4991051	-529.4950114	-529.9793554	-529.5487893	-529.497641	-529.4976267	-529.487442	-529.548514	-529.4974691	-529.4953449	-529.548514	-529.4974691	-529.4953449	-529.4973863	-529.4952602
7.5	-529.5544725	-529.506096	-529.4990251	-529.4990608	-529.5545311	-529.4991718	-529.495069	-529.5545311	-529.4991718	-529.495069	-529.4991056	-529.495012	-529.9793555	-529.5487892	-529.4976416	-529.4976181	-529.4874347	-529.5485139	-529.4974632	-529.495338	-529.5485139	-529.4974632	-529.495338	-529.4973869	-529.4952608
7.4	-529.5544726	-529.5060937	-529.4990257	-529.499052	-529.5545312	-529.4991659	-529.4950612	-529.5545312	-529.4991659	-529.4950612	-529.4991062	-529.4950126	-529.9793556	-529.548789	-529.4976422	-529.4976083	-529.4874265	-529.5485138	-529.4974565	-529.4953302	-529.5485137	-529.4974565	-529.4953302	-529.4973875	-529.4952614
7.3	-529.5544725	-529.5060911	-529.4990264	-529.499042	-529.5545314	-529.4991592	-529.4950524	-529.5545314	-529.4991592	-529.4950524	-529.4991069	-529.4950134	-529.9793557	-529.5487887	-529.497643	-529.4975973	-529.4874174	-529.5485135	-529.4974491	-529.4953214	-529.5485135	-529.4974491	-529.4953214	-529.4973882	-529.4952621
7.2	-529.5544725	-529.5060881	-529.4990273	-529.4990307	-529.5545314	-529.4991516	-529.4950425	-529.5545314	-529.4991516	-529.4950425	-529.4991076	-529.4950142	-529.9793557	-529.5487882	-529.4976438	-529.4975849	-529.4874073	-529.5485131	-529.4974408	-529.4953113	-529.5485131	-529.4974408	-529.4953113	-529.497389	-529.4952629
7.1	-529.5544723	-529.5060846	-529.4990282	-529.4990177	-529.5545314	-529.499143	-529.4950313	-529.5545314	-529.499143	-529.4950313	-529.4991085	-529.4950152	-529.9793558	-529.5487876	-529.4976447	-529.4975709	-529.4873961	-529.5485126	-529.4974316	-529.4952999	-529.5485126	-529.4974316	-529.4952999	-529.4973899	-529.4952638
7	-529.5544719	-529.5060804	-529.4990291	-529.4990031	-529.5545313	-529.4991334	-529.4950187	-529.5545313	-529.4991334	-529.4950187	-529.4991095	-529.4950162	-529.9793559	-529.5487868	-529.4976457	-529.4975551	-529.4873836	-529.5485119	-529.4974213	-529.495287	-529.5485119	-529.4974213	-529.495287	-529.4973909	-529.4952648
6.9	-529.5544714	-529.5060757	-529.4990303	-529.4989865	-529.554531	-529.4991227	-529.4950045	-529.554531	-529.4991227	-529.4950045	-529.4991105	-529.4950174	-529.9793561	-529.5487857	-529.4976468	-529.4975373	-529.4873697	-529.548511	-529.49741	-529.4952724	-529.548511	-529.49741	-529.4952724	-529.4973921	-529.4952662
6.8	-529.5544706	-529.50607	-529.4990316	-529.4989677	-529.5545306	-529.4991106	-529.4949885	-529.5545306	-529.4991106	-529.4949885	-529.4991117	-529.4950187	-529.9793563	-529.5487843	-529.4976481	-529.4975174	-529.4873544	-529.5485098	-529.4973975	-529.4952557	-529.5485098	-529.4973975	-529.4952557	-529.4973934	-529.4952675
6.7	-529.5544695	-529.5060636	-529.499033	-529.4989464	-529.5545299	-529.4990971	-529.4949704	-529.5545299	-529.4990971	-529.4949704	-529.4991131	-529.4950201	-529.9793565	-529.5487828	-529.4976499	-529.4974953	-529.4873376	-529.5485084	-529.4973837	-529.4952369	-529.5485084	-529.4973837	-529.4952369	-529.4973948	-529.495269
6.6	-529.5544682	-529.5060562	-529.4990347	-529.4989224	-529.554529	-529.4990821	-529.4949501	-529.554529	-529.4990821	-529.4949501	-529.4991146	-529.4950217	-529.9793567	-529.5487805	-529.4976515	-529.4974704	-529.4873189	-529.5485066	-529.4973686	-529.4952155	-529.5485065	-529.4973686	-529.4952155	-529.4973964	-529.4952707
6.5	-529.5544664	-529.5060477	-529.4990364	-529.4988952	-529.5545308	-529.4990658	-529.494928	-529.5545308	-529.4990658	-529.494928	-529.4991163	-529.4950236	-529.9793573	-529.5487778	-529.4976532	-529.4974426	-529.4872985	-529.5485042	-529.497352	-529.4951911	-529.5485042	-529.497352	-529.4951911	-529.4973982	-529.4952719
6.4	-529.5544641	-529.506038	-529.4990384	-529.4988645	-529.5545291	-529.4990474	-529.4949023	-529.5545291	-529.4990474	-529.4949023	-529.4991181	-529.4950256	-529.9793576	-529.5487745	-529.4976553	-529.4974115	-529.4872756	-529.5485012	-529.497334	-529.4951633	-529.5485012	-529.497334	-529.4951633	-529.4974003	-529.495274
6.3	-529.5544611	-529.5060271	-529.4990406	-529.4988299	-529.5545271	-529.4990269	-529.4948733	-529.5545271	-529.4990269	-529.4948733	-529.4991203	-529.4950279	-529.9793577	-529.5487703	-529.4976576	-529.497377	-529.48725	-529.5484976	-529.4973146	-529.4951317	-529.5484976	-529.4973146	-529.4951317	-529.4974025	-529.4952764
6.2	-529.5544574	-529.5060146	-529.4990431	-529.4987909	-529.5545244	-529.4990044	-529.4948407	-529.5545244	-529.4990044	-529.4948407	-529.4991228	-529.4950308	-529.9793582	-529.5487654	-529.4976601	-529.4973386	-529.4872222	-529.5484935	-529.4972939	-529.4950961	-529.5484936	-529.4972939	-529.4950961	-529.497405	-529.495279
6.1	-529.5544528	-529.5060006	-529.4990459	-529.498747	-529.5545209	-529.4989798	-529.494804	-529.5545209	-529.4989798	-529.494804	-529.499125	-529.4950338	-529.9793588	-529.5487594	-529.4976629	-529.497296	-529.4871915	-529.5484882	-529.4972716	-529.4950553	-529.5484882	-529.4972716	-529.4950553	-529.4974079	-529.495282
6	-529.554447	-529.5059849	-529.499049	-529.4986976	-529.5545167	-529.4989528	-529.4947627	-529.5545167	-529.4989528	-529.4947627	-529.4991281	-529.495037	-529.9793593	-529.5487521	-529.4976661	-529.4972489	-529.4871576	-529.5484818	-529.4972479	-529.4950088	-529.5484819	-529.4972479	-529.4950088	-529.4974106	-529.4952847
5.95	-529.5544437	-529.5059763	-529.4990507	-529.4986706	-529.5545142	-529.4989384	-529.4947402	-529.5545142	-529.4989384	-529.4947402	-529.4991298	-529.4950388	-529.9793597	-529.5487479	-529.4976679	-529.4972235	-529.4871394	-529.5484781	-529.4972356	-529.4949832	-529.5484782	-529.4972356	-529.4949832	-529.4974123	-529.4952865
5.9	-529.55444	-529.5059673	-529.4990525	-529.4986421	-529.5545114	-529.4989234	-529.4947162	-529.5545114	-529.4989234	-529.4947162	-529.4991315	-529.4950407	-529.97936	-529.5487433	-529.4976696	-529.4971965	-529.4871202	-529.5484739	-529.497223	-529.4949559	-529.5484741	-529.497223	-529.4949559	-529.4974142	-529.4952884
5.85	-529.5544346	-529.5059565	-529.4990537	-529.498611	-529.5545085	-529.498908	-529.4946911	-529.5545085	-529.498908	-529.4946911	-529.4991353	-529.4950444	-529.9793601	-529.54874	-529.4976715	-529.4971675	-529.4871005	-529.5484699	-529.4972106	-529.494927	-529.5484699	-529.4972106	-529.494927	-529.4974207	-529.4952935
5.8	-529.5544301	-529.5059463	-529.4990556	-529.4985788	-529.554505	-529.4988918	-529.4946642	-529.554505	-529.4988918	-529.4946642	-529.4991373	-529.4950465	-529.9793605	-529.5487345	-529.4976735	-529.4971381	-529.4870795	-529.5484651	-529.4971975	-529.4948959	-529.5484651	-529.4971975	-529.4948959	-529.4974228	-529.4952957
5.75	-529.5544251	-529.5059355	-529.4990577	-529.4985447	-529.5545011	-529.4988749	-529.4946356	-529.5545011	-529.498875	-529.4946356	-529.4991395	-529.4950488	-529.9793609	-529.5487286	-529.4976757	-529.4971072	-529.4870576	-529.5484599	-529.4971842	-529.4948628	-529.5484599	-529.4971842	-529.4948628	-529.4974251	-529.4952981
5.7	-529.5544196	-529.5059242	-529.4990599	-529.4985085	-529.5544969	-529.4988575	-529.4946052	-529.5544969	-529.4988575	-529.4946053	-529.4991417	-529.4950512	-529.9793632	-529.5487219	-529.4976775	-529.4970746	-529.4870359	-529.5484541	-529.4971707	-529.4948274	-529.5484541	-529.4971707	-529.4948274	-529.4974275	-529.4953006
5.65	-529.5544135	-529.5059122	-529.4990623	-529.4984702	-529.5544922	-529.4988394	-529.4945731	-529.5544922	-529.4988394	-529.4945731	-529.4991441	-529.4950538	-529.9793637	-529.5487148	-529.4976799	-529.4970407	-529.4870118	-529.5484477	-529.497157	-529.4947897	-529.5484477	-529.497157	-529.4947897	-529.4974301	-529.4953032
5.6	-529.5544075	-529.5059019	-529.499066	-529.498431	-529.5544871	-529.4988207	-529.494539	-529.5544871	-529.4988207	-529.494539	-529.4991467	-529.4950565	-529.9793642	-529.5487068	-529.4976822	-529.497005	-529.4869865	-529.5484408	-529.4971433	-529.4947495	-529.5484408	-529.4971433	-529.4947495	-529.4974328	-529.495306
5.55	-529.5544002	-529.5058889	-529.4990687	-529.4983881	-529.5544814	-529.4988015	-529.4945028	-529.5544814	-529.4988015	-529.4945028	-529.4991494	-529.4950594	-529.9793647	-529.5486984	-529.4976849	-529.4969678	-529.48696	-529.5484333	-529.4971294	-529.4947067	-529.5484333	-529.4971294	-529.4947067	-529.4974356	-529.495309
5.5	-529.5543922	-529.5058754	-529.4990716	-529.4983428	-529.5544752	-529.4987816	-529.4944644	-529.5544752	-529.4987816	-529.4944644	-529.4991523	-529.4950624	-529.9793653	-529.5486893	-529.4976878	-529.496929	-529.4869323	-529.5484251	-529.4971156	-529.4946611	-529.5484251	-529.4971156	-529.4946611	-529.4974387	-529.4953122
5.45	-529.5543835	-529.5058613	-529.4990747	-529.4982948	-529.5544683	-529.4987611	-529.4944237	-529.5544683	-529.4987611	-529.4944237	-529.4991554	-529.4950657	-529.979366	-529.5486794	-529.4976908	-529.4968884	-529.4869033	-529.5484162	-529.4971018	-529.4946126	-529.5484162	-529.4971018	-529.4946126	-529.4974419	-529.4953155
5.4	-529.554374	-529.5058466	-529.499078	-529.498244	-529.5544608	-529.4987401	-529.4943805	-529.5544608	-529.4987402	-529.4943805	-529.4991586	-529.4950691	-529.9793665	-529.548669	-529.4976947	-529.4968466	-529.4868725	-529.5484065	-529.4970881	-529.494561	-529.5484065	-529.4970881	-529.494561	-529.4974453	-529.4953191
5.35	-529.5543635	-529.5058312	-529.4990814	-529.4981904	-529.5544525	-529.4987186	-529.4943347	-529.5544525	-529.4987187	-529.4943347	-529.499162	-529.4950728	-529.9793673	-529.5486574	-529.4976995	-529.4968027	-529.4868411	-529.548396	-529.4970745	-529.4945061	-529.548396	-529.4970745	-529.4945061	-529.4974491	-529.4953228
5.3	-529.5543521	-529.5058152	-529.4990851	-529.4981336	-529.5544435	-529.4986967	-529.4942862	-529.5544435	-529.4986967	-529.4942862	-529.4991657	-529.4950767	-529.9793681	-529.5486447	-529.4977032	-529.4967566	-529.4868079	-529.5483846	-529.4970611	-529.4944478	-529.5483846	-529.4970611	-529.4944478	-529.4974529	-529.4953268
5.25	-529.5543397	-529.5057986	-529.499089	-529.4980735	-529.5544336	-529.4986742	-529.4942348	-529.5544336	-529.4986742	-529.4942348	-529.4991695	-529.4950808	-529.979369	-529.5486309	-529.4977072	-529.4967087	-529.4867732	-529.5483722	-529.497048	-529.4943858	-529.5483722	-529.497048	-529.4943858	-529.4974569	-529.4953309
5.2	-529.5543261	-529.5057814	-529.4990932	-529.4980101	-529.5544227	-529.4986514	-529.4941803	-529.5544227	-529.4986514	-529.4941803	-529.4991736	-529.4950851	-529.97937	-529.548616	-529.4977115	-529.4966589	-529.4867369	-529.5483587	-529.4970351	-529.49432	-529.5483587	-529.4970351	-529.49432	-529.4974612	-529.4953354
5.15	-529.5543113	-529.5057636	-529.4990976	-529.497943	-529.5544109	-529.4986282	-529.4941225	-529.5544109	-529.4986282	-529.4941225	-529.499178	-529.4950897	-529.9793709	-529.5485983	-529.4977155	-529.4966066	-529.4866991	-529.5483441	-529.4970226	-529.4942503	-529.5483442	-529.4970227	-529.4942503	-529.4974658	-529.49534
5.1	-529.5542951	-529.5057452	-529.4991023	-529.4978722	-529.554398	-529.4986048	-529.4940614	-529.554398	-529.4986048	-529.4940614	-529.4991826	-529.4950946	-529.979372	-529.5485809	-529.4977204	-529.4965544	-529.4866598	-529.5483284	-529.4970106	-529.4941764	-529.5483284	-529.4970106	-529.4941764	-529.4974706	-529.495345
5.05	-529.5542776	-529.5057262	-529.4991073	-529.4977975	-529.554384	-529.4985811	-529.4939968	-529.554384	-529.4985811	-529.4939968	-529.4991875	-529.4950998	-529.9793732	-529.5485626	-529.4977259	-529.4964988	-529.4866182	-529.5483113	-529.496999	-529.4940982	-529.5483113	-529.496999	-529.4940982	-529.4974757	-529.4953503
5	-529.5542585	-529.5057067	-529.4991126	-529.4977185	-529.5543687	-529.4985573	-529.4939284	-529.5543687	-529.4985573	-529.4939284	-529.4991927	-529.4951053	-529.9793747	-529.5485423	-529.4977312	-529.4964407	-529.4865756	-529.5482928	-529.496988	-529.4940156	-529.5482928	-529.496988	-529.4940156	-529.4974812	-529.4953559
4.95	-529.5542378	-529.5056866	-529.4991182	-529.4976353	-529.5543522	-529.4985333	-529.493856	-529.5543522	-529.4985333	-529.493856	-529.4991983	-529.4951111	-529.9793761	-529.5485215	-529.4977369	-529.4963796	-529.4865305	-529.5482729	-529.4969775	-529.4939284	-529.5482729	-529.4969775	-529.4939284	-529.497487	-529.4953619
4.9	-529.5542153	-529.5056659	-529.4991241	-529.4975474	-529.5543341	-529.4985093	-529.4937795	-529.5543341	-529.4985093	-529.4937795	-529.4992042	-529.4951172	-529.9793773	-529.5484966	-529.497743	-529.4963192	-529.4864831	-529.5482515	-529.4969678	-529.4938363	-529.5482515	-529.4969678	-529.4938363	-529.497493	-529.4953681
4.85	-529.5541909	-529.5056448	-529.4991303	-529.4974549	-529.5543145	-529.4984853	-529.4936988	-529.5543145	-529.4984853	-529.4936988	-529.4992104	-529.4951238	-529.9793789	-529.5484709	-529.4977494	-529.4962552	-529.4864343	-529.5482283	-529.4969588	-529.4937393	-529.5482284	-529.4969588	-529.4937393	-529.4974994	-529.4953747
4.8	-529.5541645	-529.5056233	-529.499137	-529.4973573	-529.5542932	-529.4984615	-529.4936137	-529.5542932	-529.4984616	-529.4936137	-529.4992171	-529.4951307	-529.9793805	-529.5484433	-529.4977562	-529.4961892	-529.4863834	-529.5482034	-529.4969505	-529.4936373	-529.5482034	-529.4969505	-529.4936373	-529.4975063	-529.4953817
4.75	-529.554137	-529.5056017	-529.4991442	-529.4972548	-529.5542702	-529.498438	-529.4935239	-529.5542702	-529.498438	-529.4935239	-529.4992242	-529.4951383	-529.9793825	-529.5484141	-529.4977634	-529.4961197	-529.4863305	-529.5481766	-529.496943	-529.4935301	-529.5481766	-529.496943	-529.4935301	-529.4975136	-529.4953892
4.7	-529.5541061	-529.5055795	-529.4991517	-529.4971469	-529.5542453	-529.4984149	-529.4934294	-529.554246	-529.4984149	-529.4934294	-529.4992318	-529.4951461	-529.9793844	-529.5483823	-529.4977711	-529.4960497	-529.4862753	-529.5481477	-529.4969364	-529.4934176	-529.5481477	-529.4969365	-529.4934176	-529.4975213	-529.4953971
4.65	-529.554072	-529.5055559	-529.4991587	-529.4970323	-529.5542183	-529.4983921	-529.49333	-529.5542183	-529.4983921	-529.49333	-529.4992386	-529.4951512	-529.9793865	-529.5483492	-529.4977792	-529.4959778	-529.4862185	-529.5481164	-529.4969304	-529.4932992	-529.5481164	-529.4969304	-529.4932992	-529.4975294	-529.4954056
4.6	-529.554036	-529.5055333	-529.4991672	-529.4969131	-529.5541892	-529.49837	-529.4932255	-529.5541892	-529.49837	-529.4932255	-529.499247	-529.4951599	-529.9793886	-529.5483125	-529.4977878	-529.495904	-529.4861592	-529.5480831	-529.4969257	-529.4931758	-529.5480831	-529.4969257	-529.4931758	-529.4975381	-529.4954145
4.55	-529.5539966	-529.5055105	-529.4991757	-529.4967867	-529.5541578	-529.4983485	-529.4931159	-529.5541578	-529.4983485	-529.4931159	-529.4992573	-529.4951725	-529.9793908	-529.5482735	-529.4977972	-529.4958285	-529.4860979	-529.5480474	-529.4969221	-529.4930469	-529.5480474	-529.4969221	-529.4930469	-529.4975474	-529.4954239
4.5	-529.5539551	-529.5054889	-529.4991857	-529.4966562	-529.554124	-529.4983278	-529.493001	-529.554124	-529.4983278	-529.493001	-529.4992668	-529.4951824	-529.9793932	-529.5482316	-529.497807	-529.4957514	-529.4860343	-529.5480098	-529.4969196	-529.4929124	-529.5480099	-529.4969197	-529.4929124	-529.4975572	-529.495434
4.45	-529.5539103	-529.5054663	-529.499196	-529.4965191	-529.5540875	-529.498308	-529.4928807	-529.5540875	-529.4983081	-529.4928807	-529.4992771	-529.495193	-529.9793959	-529.5481866	-529.4978174	-529.4956727	-529.4859686	-529.5479688	-529.4969183	-529.4927724	-529.5479689	-529.4969183	-529.4927724	-529.4975677	-529.4954447
4.4	-529.5538621	-529.5054439	-529.4992068	-529.4963755	-529.5540488	-529.4982893	-529.4927555	-529.5540488	-529.4982893	-529.4927555	-529.4992879	-529.4952043	-529.9793986	-529.5481373	-529.4978284	-529.4955927	-529.4859003	-529.547925	-529.4969181	-529.4926267	-529.547925	-529.4969181	-529.4926267	-529.4975788	-529.4954561
