E	J	a
280	185	0.4371065469441431
280	190	0.00045684682674447053
280	195	0.3394558436078962
290	0	16.901313664383064
290	5	14.526382640478548
290	10	1.7056088933282885
290	15	13.234487887026502
290	20	0.4543003270473964
290	25	10.37088943102508
290	30	13.698063565550427
290	35	7.878857504787881
290	40	0.33703797939173713
290	45	19.954587917503794
290	50	0.003027765731913569
290	55	17.334765483123796
290	60	21.076671655514243
290	65	10.370624250112742
290	70	2.294402336525447
290	75	0.0071558807371597775
290	80	2.4602202869701353
290	85	8.970367932430738
290	90	18.68358669954955
290	95	28.286059265592154
290	100	30.564400435982986
290	105	19.142360060833017
290	110	2.276914632903817
290	115	6.551290888507504
290	120	33.69023593903974
290	125	28.030609977915596
290	130	0.0020981542427713643
290	135	34.72653151934634
290	140	24.834986588000792
290	145	11.01612778923222
290	150	44.87074855481163
290	155	6.168548845081569
290	160	47.53100961513158
290	165	23.490657734862946
290	170	19.642115113315374
290	175	71.73026490682214
290	180	17.083573687241394
290	185	10.810916520182168
290	190	72.23862685858501
290	195	103.54882198045979
300	0	0.3907528313694614
300	5	0.3848649371872976
300	10	0.10722580247652107
300	15	0.2156500964614294
300	20	0.07471727088947433
300	25	0.3599564892045143
300	30	0.41961148523952535
300	35	0.36121963092165227
300	40	0.055414362795569404
300	45	0.27741589853159376
300	50	0.16923109361664365
300	55	0.4963751702476211
300	60	0.15218677886650153
300	65	0.00046458380321042923
300	70	0.11390332831460463
300	75	0.30371446412514636
300	80	0.48224185046333135
300	85	0.6169674999524102
300	90	0.6704769055486515
300	95	0.5881470990583257
300	100	0.34538531738506334
300	105	0.061425116815657495
300	110	0.053914580315303724
300	115	0.5110288988289174
300	120	0.8564154608698261
300	125	0.35416485490476457
300	130	0.055423562221977626
300	135	0.905721995555242
300	140	0.4715489411619108
300	145	0.24748631706881702
300	150	1.0734194718833547
300	155	0.026831421417289947
300	160	1.2718127714042569
300	165	0.0858483588230377
300	170	1.1613542222993953
300	175	0.8558555239950281
300	180	0.1346940567971434
300	185	1.674140977001014
300	190	1.4770396473638019
300	195	0.19122117863745594
310	0	0.43209610721807845
310	5	0.43527581151635103
310	10	0.14195568092966931
310	15	0.20641932126320034
310	20	0.1242816950550181
310	25	0.44131716257415754
310	30	0.4802806580889014
310	35	0.47419777884252845
310	40	0.1901968041032522
310	45	0.1258236354325568
310	50	0.4118816969703962
310	55	0.3559286928439389
310	60	0.0009945626757776613
310	65	0.18991124004766885
310	70	0.47800932085722186
310	75	0.6422267548458181
310	80	0.6865930936076707
310	85	0.6362402306367887
310	90	0.49780888368305687
310	95	0.2836965711575235
310	100	0.06589741043457739
310	105	0.015500556668919948
310	110	0.3104731082407257
310	115	0.802269499019215
310	120	0.8449399958907174
310	125	0.21257910506470942
310	130	0.1365074998518054
310	135	1.0157480317753058
310	140	0.536072480955042
310	145	0.17352382207015632
310	150	1.2395303542451472
310	155	0.02152362422990003
310	160	1.3257491880674106
310	165	0.0690564215414088
310	170	1.5582963064854385
310	175	0.031798544151105994
310	180	1.3891802712762662
310	185	1.3026933697855416
310	190	0.000990383390091902
310	195	1.325701529588592
320	0	10.021746883232819
320	5	9.404796205199213
320	10	2.296449022047685
320	15	5.490609801049218
320	20	2.335049828119878
320	25	9.885090164371851
320	30	10.821336825975887
320	35	10.975843771227936
320	40	5.776220732442025
320	45	1.1965789035884111
320	50	11.42524340983646
320	55	4.250292633126724
320	60	1.200652211015491
320	65	9.453499472471798
320	70	14.20138323679259
320	75	14.221588436525495
320	80	11.956253146993342
320	85	8.686896089443284
320	90	4.943489171366401
320	95	1.4806288189626464
320	100	0.015574711457994505
320	105	3.061769746783618
320	110	11.438385281073604
320	115	19.654941701291744
320	120	16.89256524009043
320	125	3.5180151137525666
320	130	3.1593664131571715
320	135	21.761418071316243
320	140	14.975396953355082
320	145	0.9356245245006581
320	150	26.377460525637563
320	155	6.330410440224902
320	160	18.64784791884993
320	165	14.968753240757776
320	170	19.088797962813814
320	175	11.168262032067412
320	180	34.27077930370267
320	185	0.010295446779051472
320	190	34.08086966603619
320	195	37.585942897743344
330	0	1.506226314668787
330	5	1.1953574245255947
330	10	0.09754746802945198
330	15	1.2072138479478203
330	20	0.13652745875825148
330	25	1.3766289123775957
330	30	1.693662832532147
330	35	1.674634174758146
330	40	0.8555213974675454
330	45	0.1582606726852698
330	50	1.8604926318553563
330	55	0.4270242869754769
330	60	0.45409556476614066
330	65	1.8669913378190692
330	70	2.2204789521539494
330	75	1.8370115196356114
330	80	1.2780687715055794
330	85	0.7430292798567059
330	90	0.29303656448825754
330	95	0.02061412930480459
330	100	0.11956534966575343
330	105	0.8175309384760582
330	110	2.0679042801444103
330	115	3.0926233015994598
330	120	2.602608762206271
330	125	0.6679832622045101
330	130	0.2607482682547358
330	135	2.9314710653988967
330	140	3.0920553769576653
330	145	0.04631696353817461
330	150	2.988275249024506
330	155	2.8257170970669407
330	160	0.6174815730390444
330	165	4.645854393850626
330	170	0.11685521144104809
330	175	5.22068611530071
330	180	0.678443212047907
330	185	4.0998350820514196
330	190	4.575859634846455
330	195	0.07467991907874416
340	0	0.33443016750856774
340	5	0.1887744643012623
340	10	0.008426312667126571
340	15	0.4961664595157178
340	20	0.0009559721200163401
340	25	0.2901267655786686
340	30	0.47790189902271313
340	35	0.45665608890402565
340	40	0.17357513311324896
340	45	0.09667740138726011
340	50	0.5673318095375771
340	55	0.1443041037782229
340	60	0.1577313066194947
340	65	0.6157471074930738
340	70	0.6780092676993789
340	75	0.5095264603209986
340	80	0.31724035122694677
340	85	0.16084715091254675
340	90	0.049574954341337116
340	95	0.00019060598074850562
340	100	0.05516620926376256
340	105	0.2663596222787804
340	110	0.6249542973349609
340	115	0.9489336897203016
340	120	0.8949851323082825
340	125	0.3575503845366239
340	130	0.00409257935189796
340	135	0.6259276950400497
340	140	1.1696547736394483
340	145	0.2833733096350161
340	150	0.3483220754338012
340	155	1.3381442613292722
340	160	0.07105895064639833
340	165	1.1995735027352261
340	170	0.5032601403990121
340	175	1.0721923256825205
340	180	0.5168000684094792
340	185	1.5782706857179787
340	190	0.032600512061122966
340	195	1.9667895032383744
350	0	0.06679943782849608
350	5	0.007673874884129481
350	10	0.1323333428720822
350	15	0.3427175425391229
350	20	0.09113225636866794
350	25	0.05985422574983408
350	30	0.21886151838772755
350	35	0.20570006386790543
350	40	0.031019017010912923
350	45	0.17258411936778897
350	50	0.35897233524519423
350	55	0.17679664807055398
350	60	0.07244497836811976
350	65	0.43198360529108526
350	70	0.5146844927971833
350	75	0.3960287593714828
350	80	0.2506356790092002
350	85	0.13325261559124085
350	90	0.04888976856305231
350	95	0.003235444222709477
350	100	0.01919557518209661
350	105	0.13367522543786167
350	110	0.3641128102243013
350	115	0.6369327966033377
350	120	0.7385706735723002
350	125	0.4704639515402072
350	130	0.05222331325788175
350	135	0.1674113632476593
350	140	0.7978287191805044
350	145	0.6272493898442757
350	150	1.3902176985864537e-09
350	155	0.770122525354069
350	160	0.633713157462389
350	165	0.13681178240148342
350	170	1.1147332458278925
350	175	0.001468063254995962
350	180	1.2657989644306848
350	185	0.015032878944551315
350	190	1.2933316728897988
350	195	0.468061313538732
360	0	0.014351892010531215
360	5	0.07972581072152796
360	10	0.3296114109455813
360	15	0.13047649313222276
360	20	0.29319442592567496
360	25	0.009116780167416124
360	30	0.035380707009787155
360	35	0.03473794642281848
360	40	0.011000607652535462
360	45	0.32406826675102407
360	50	0.2034269180571324
360	55	0.3010651492018625
360	60	0.009601218359984622
360	65	0.3270837123593587
360	70	0.5065906972997593
360	75	0.44997005744016516
360	80	0.32481191252310054
360	85	0.2073225919710238
360	90	0.1106792140644089
360	95	0.03702798106295508
360	100	0.000481004802103243
360	105	0.03476020797711211
360	110	0.18135271563790786
360	115	0.43987146490860635
360	120	0.6866558864755975
360	125	0.6739396882258984
360	130	0.2995935752693146
360	135	1.389443360024833e-05
360	140	0.38727847388332937
360	145	0.8630172308326403
360	150	0.3079019630524615
360	155	0.13456443636444448
360	160	0.9738268642766943
360	165	0.19427133309164987
360	170	0.5962175058602807
360	175	0.706328730117279
360	180	0.3391970951785316
360	185	0.8766894088638787
360	190	0.5236524792710078
360	195	0.5501160732536254
370	0	0.2428174154465782
370	5	0.3285589638795003
370	10	0.31158267052677074
370	15	0.0025236967861017997
370	20	0.3641505883903006
370	25	0.20850317238031363
370	30	0.041711114494864254
370	35	0.035376498405832284
370	40	0.1817425198037574
370	45	0.4300973958151589
370	50	0.034792640991101714
370	55	0.44307560236748383
370	60	0.025636053510643336
370	65	0.16641242826740615
370	70	0.4590440371737071
370	75	0.5289053584773762
370	80	0.4650905239811882
370	85	0.3660577902563722
370	90	0.2643700313408566
370	95	0.16405623798247865
370	100	0.0705825462346924
370	105	0.00690821394860059
370	110	0.022159348432995708
370	115	0.17541765243408958
370	120	0.46640694992363047
370	125	0.7302322976502165
370	130	0.6666648722886078
370	135	0.22791133051636642
370	140	0.017333211687586024
370	145	0.5630533229058502
370	150	0.8512244001019189
370	155	0.12584384609380608
370	160	0.3811527367988351
370	165	0.9632471295999102
370	170	0.012105722033480485
370	175	0.984539181020194
370	180	0.2854524004362484
370	185	0.866589366662922
370	190	0.35095033343564763
370	195	1.1508737166101985
380	0	0.35786687339694895
380	5	0.2890288208834794
380	10	0.03625483225632541
380	15	0.235248579340382
380	20	0.10654815095309984
380	25	0.39372963541709727
380	30	0.3106730118872583
380	35	0.2944024862173341
380	40	0.40921899744195245
380	45	0.2814327980398374
380	50	0.03908718081335224
380	55	0.41511366511245384
380	60	0.21443155054943458
380	65	0.012399441634531369
380	70	0.2703887728347197
380	75	0.49095964296808514
380	80	0.5597087049274984
380	85	0.5421271848406216
380	90	0.48708954306136537
380	95	0.40754640072829357
380	100	0.30319866492172065
380	105	0.17676488530802897
380	110	0.054058107635896045
380	115	0.0004888053136642076
380	120	0.11043513026567013
380	125	0.418575951361344
380	130	0.7441404224820399
380	135	0.7051936427332841
380	140	0.22516246647261443
380	145	0.03315969285162801
380	150	0.6585747995288564
380	155	0.8211141905291769
380	160	0.04651472008643372
380	165	0.5866884753809155
380	170	0.8525475475741753
380	175	0.022390592747203536
380	180	1.1551684733861773
380	185	0.05361823911126868
380	190	1.20514497325763
380	195	0.04881699537927654
390	0	0.05926051846639858
390	5	0.0056299093641135065
390	10	0.13418928347013023
390	15	0.37580466733573803
390	20	0.048059618451609394
390	25	0.15598396782750512
390	30	0.370281450433284
390	35	0.40392130510096147
390	40	0.30248681189240656
390	45	0.017304561767742983
390	50	0.328424987088327
390	55	0.14649463149957964
390	60	0.477082968754605
390	65	0.08431929697787577
390	70	0.03639654753524782
390	75	0.25808622442504514
390	80	0.45514302885180263
390	85	0.568673275897333
390	90	0.6223079121066021
390	95	0.6357753606515001
390	100	0.6110907072540962
390	105	0.5365931251359799
390	110	0.39933061338667586
390	115	0.20988282040922449
390	120	0.03714512529548796
390	125	0.025715384184017344
390	130	0.30234812145022333
390	135	0.7304569075844266
390	140	0.8108196037529782
390	145	0.3016598446064158
390	150	0.023233442184128712
390	155	0.7028932959945553
390	160	0.8573280938675931
390	165	0.024823397761790662
390	170	0.7315757166313084
390	175	0.785228259658704
390	180	0.10545525155404245
390	185	1.2259512541306823
390	190	3.532265025467095e-05
390	195	1.367095377323737
400	0	0.170912746710062
400	5	0.3007193506254894
400	10	0.4792851318669967
400	15	0.042559703986787885
400	20	0.467620292951303
400	25	0.04709354616990132
400	30	0.036350981512580156
400	35	0.08054994973741124
400	40	0.004908884356148129
400	45	0.19641667350064823
400	50	0.5438540958586378
400	55	0.017655141250142895
400	60	0.48159753112394527
400	65	0.49657697721968025
400	70	0.09239785739322541
400	75	0.00952540559445031
400	80	0.146335209085147
400	85	0.32112375669782933
400	90	0.4745892271044017
400	95	0.6055494396387988
400	100	0.7198176958414917
400	105	0.8112265224220726
400	110	0.8520645965042317
400	115	0.7928042715150639
400	120	0.5877872768898229
400	125	0.2649053504805299
400	130	0.01390297465138953
400	135	0.1456038334206254
400	140	0.7126137064720565
400	145	1.0721918548663265
400	150	0.5457153950615319
400	155	0.0015951584295500292
400	160	0.7765804821771362
400	165	1.107218371094727
400	170	0.0383875417021505
400	175	0.9258239348365768
400	180	0.9135280486370382
400	185	0.20198836361078365
400	190	1.4669689966545922
400	195	0.031160829300819724
410	0	0.834707454147138
410	5	0.6914560315887214
410	10	0.1173494403160648
410	15	0.45507951391271445
410	20	0.37682037150600856
410	25	0.8707045246783679
410	30	0.4435343043883155
410	35	0.30241930872604406
410	40	0.569228271265199
410	45	0.9962252194254566
410	50	0.20445392543586086
410	55	0.7757573906127626
410	60	0.08258786042135734
410	65	1.0446034706616196
410	70	0.967996216713578
410	75	0.39515114490892156
410	80	0.06847956392172398
410	85	0.0008893409391639656
410	90	0.06372339742949933
410	95	0.18987511137298654
410	100	0.3675843095613119
410	105	0.6103092629401534
410	110	0.9285894991524549
410	115	1.2949072279755047
410	120	1.5993591745047466
410	125	1.631427164062978
410	130	1.1946235220598582
410	135	0.41446580734023797
410	140	0.0038037700152837046
410	145	0.7350441830655817
410	150	1.9085713400696236
410	155	1.4792477115429012
410	160	0.05570311707707973
410	165	1.0763224661494843
410	170	2.20601151644124
410	175	0.16922359862788613
410	180	1.561568488740404
410	185	1.7678964937823698
410	190	0.3713383883102256
410	195	2.67645078615375
420	0	0.15840465120611216
420	5	0.07118431167464874
420	10	3.3198043644903756
420	15	5.184142577928107
420	20	1.2643199216578205
420	25	2.1267540419996034
420	30	5.861499325692474
420	35	6.543875704219807
420	40	5.9510497778432105
420	45	1.873575410430112
420	50	1.8095444172380215
420	55	6.3383824262432995
420	60	2.689402679928453
420	65	1.2171852523535454
420	70	7.040266218111358
420	75	8.41854905033912
420	80	6.580057729840943
420	85	4.411201083576036
420	90	2.766734643844395
420	95	1.596107192908388
420	100	0.7361932238992193
420	105	0.15368342638531704
420	110	0.03326757480327032
420	115	0.7983834977291072
420	120	2.983044083210638
420	125	6.730187960075998
420	130	10.880670054703833
420	135	12.455923759387728
420	140	8.642979251340405
420	145	1.7737722684352988
420	150	1.0915337791885837
420	155	10.410317928620925
420	160	13.947964790875927
420	165	2.7216148850359208
420	170	4.12272073247866
420	175	16.63999576889625
420	180	3.102413225641324
420	185	8.808211007687111
420	190	14.480943290343061
420	195	1.7570893588774676
430	0	3.3997679899845337
430	5	4.046821653233985
430	10	3.117184584859308
430	15	0.0604448810909423
430	20	4.198292820361945
430	25	1.4548549727302857
430	30	0.007628858453782151
430	35	0.31003182797331075
430	40	0.015525074925849014
430	45	1.3799415011879084
430	50	4.914510293042056
430	55	0.08770145320701259
430	60	5.2428049973581965
430	65	1.5556445643091301
430	70	0.2996199683459199
430	75	3.0707841704079537
430	80	5.328726865796223
430	85	6.2279801109135455
430	90	6.365834515813919
430	95	6.1673745728841975
430	100	5.767873547474918
430	105	5.133198658886332
430	110	4.173546441329959
430	115	2.8403836201150527
430	120	1.2961325152835252
430	125	0.13090552374899245
430	130	0.40404557760338455
430	135	3.0204680794331624
430	140	7.120139023420113
430	145	8.999342502105453
430	150	5.34516349204272
430	155	0.2599294199736977
430	160	3.2392507206117473
430	165	10.241644665204943
430	170	5.236598314254806
430	175	0.5625695396397696
430	180	10.830833940416882
430	185	4.692328324772008
430	190	3.6435234309933153
430	195	11.743775575819946
440	0	0.2182033422765645
440	5	0.08387837411629934
440	10	0.0596371603260143
440	15	0.5999958511179295
440	20	0.005347317647153197
440	25	0.5476333643687531
440	30	0.5679486457187471
440	35	0.45395063819636805
440	40	0.5610124133534122
440	45	0.6573717281641208
440	50	0.09912348718420491
440	55	0.505343504580984
440	60	0.12851756227037453
440	65	0.7758447752304388
440	70	0.4036898050886724
440	75	0.028756595950978018
440	80	0.047766257366126476
440	85	0.22945047213884215
440	90	0.4171589306629021
440	95	0.5754464401010293
440	100	0.7129986171748223
440	105	0.8426841830970495
440	110	0.9662433541841088
440	115	1.064316393718332
440	120	1.0901829883440244
440	125	0.9740109048642637
440	130	0.669038636600548
440	135	0.24947995317585003
440	140	0.0006421800264879827
440	145	0.289908870381843
440	150	1.0361893901840593
440	155	1.3344234914009645
440	160	0.5538981182218136
440	165	0.023912724954669215
440	170	1.0911304391672483
440	175	1.339685261318741
440	180	0.03285551137073135
440	185	1.1617807287639306
440	190	1.2054205348160492
440	195	0.1598206555884766
450	0	0.220201530459863
450	5	0.32903466108984486
450	10	0.4262289471392862
450	15	0.029022269836365945
450	20	0.41772238615449875
450	25	0.013274872623312768
450	30	0.12026995219579253
450	35	0.2489819931555553
450	40	0.18455266782516835
450	45	0.005496143581734606
450	50	0.2894791935131765
450	55	0.3499305840069841
450	60	0.24784525785941464
450	65	0.08304143763245142
450	70	0.5282798510037311
450	75	0.5505066377911694
450	80	0.3353520610843447
450	85	0.15706780381597635
450	90	0.05975605894539735
450	95	0.01548630468871311
450	100	0.0004654979048084834
450	105	0.006487451056433061
450	110	0.03852104674028236
450	115	0.1122121501474347
450	120	0.2481567609159366
450	125	0.45616276084968893
450	130	0.7020230786480454
450	135	0.8723995042309504
450	140	0.7996372458221841
450	145	0.4235749847884378
450	150	0.03364971656517509
450	155	0.17616152447835545
450	160	0.8388886093620689
450	165	0.9497572068828881
450	170	0.1706360004936687
450	175	0.27064740283040584
450	180	1.1699710011028555
450	185	0.35418052749330586
450	190	0.37842206426611497
450	195	1.2421044569585127
460	0	0.8562966264762306
460	5	0.4681024646780646
460	10	0.01755975399870101
460	15	1.3759879453719814
460	20	0.19251699945074996
460	25	1.587330509896413
460	30	0.9897535732336301
460	35	0.5201418312632209
460	40	0.7240294228467852
460	45	1.5522337000932847
460	50	1.225818418530112
460	55	0.1932020290288217
460	60	1.6011876276752157
460	65	1.050118586223825
460	70	0.009367114258289086
460	75	0.9217245061073241
460	80	1.8801723411362619
460	85	2.2553127118772167
460	90	2.284755171768647
460	95	2.190420002969436
460	100	2.0576683167816916
460	105	1.884462086428159
460	110	1.6415748539159487
460	115	1.298104293668622
460	120	0.8448204630389697
460	125	0.350419870011527
460	130	0.018660916339291417
460	135	0.19284281019883423
460	140	1.1470172559290877
460	145	2.5911039098732527
460	150	3.3297812593486973
460	155	2.191477451029935
460	160	0.24464040039050033
460	165	0.7407252201853489
460	170	3.464610554768112
460	175	2.754941597368549
460	180	0.008115951603674555
460	185	2.9245617341438384
460	190	3.291206931284452
460	195	0.07261139386828763
470	0	1.55972400136234
470	5	2.4510014086369445
470	10	3.515433890582318
470	15	0.43759357490976913
470	20	3.093204994543079
470	25	0.00032320114758953484
470	30	1.698283211411935
470	35	2.9206505013359507
470	40	2.6792161933983665
470	45	0.8516642737001318
470	50	0.6629393327549334
470	55	4.1896586095637804
470	60	0.1164403604199482
470	65	3.361965069671571
470	70	4.03664155829813
470	75	1.16913498059553
470	80	0.004679213722744091
470	85	0.4659948619923828
470	90	1.3827218139764224
470	95	2.2472939095490476
470	100	2.995277202271277
470	105	3.6982931407134814
470	110	4.434606784433571
470	115	5.234392329661143
470	120	6.034501526969439
470	125	6.592886269938598
470	130	6.482837984184904
470	135	5.240284029058263
470	140	2.8474948680027032
470	145	0.4622235452616403
470	150	0.43381975343643137
470	155	4.0627184374494405
470	160	7.953560511358484
470	165	6.040469862121512
470	170	0.5270598047740084
470	175	2.7764759548151208
470	180	9.19956646378865
470	185	3.5002172212535396
470	190	1.588163429236571
470	195	10.273276156741758
480	0	0.22832555207060945
480	5	0.11538939404569246
480	10	0.011550457368784827
480	15	0.4259602170295645
480	20	0.05675139744554675
480	25	0.48199964003165785
480	30	0.26583112203007125
480	35	0.10574915861026357
480	40	0.13547055409023587
480	45	0.37446286486239255
480	50	0.4929782712839558
480	55	0.0006490871842782545
480	60	0.5742524279982762
480	65	0.06027347962192172
480	70	0.20875551718727997
480	75	0.5989469865181607
480	80	0.6156109335512759
480	85	0.4595532814893501
480	90	0.31136976874865346
480	95	0.20917857670419662
480	100	0.14124510637555465
480	105	0.0907634181890592
480	110	0.048219160091827376
480	115	0.013733200609613394
480	120	0.0003002652598616009
480	125	0.036589506737323446
480	130	0.1628842025581738
480	135	0.4063829009852772
480	140	0.7264372313392893
480	145	0.9587271920704235
480	150	0.8638217010368628
480	155	0.39552100563197684
480	160	0.0058814252363730835
480	165	0.33819526756477564
480	170	1.0591946805368087
480	175	0.8330732634806474
480	180	0.022331876656598405
480	185	0.6559715328188777
480	190	1.1941053947978604
480	195	0.057507466596896636
490	0	0.648303759194828
490	5	0.8715791391287702
490	10	0.9556961146559412
490	15	0.04074690772581967
490	20	0.9806153565355603
490	25	0.012383238755392094
490	30	0.4289055443708626
490	35	0.834131521915246
490	40	0.817135191697548
490	45	0.34521614210886115
490	50	0.0739920847086721
490	55	1.2065563538285329
490	60	0.020217445427371195
490	65	1.2641594302557393
490	70	0.6654566563112356
490	75	0.003754517259095312
490	80	0.2998222994511885
490	85	0.8261928055700669
490	90	1.2086120104401774
490	95	1.4372472837777683
490	100	1.5772814663418944
490	105	1.6727659902160836
490	110	1.7412617654372489
490	115	1.775298162962837
490	120	1.7474648267930977
490	125	1.6078369880588523
490	130	1.3006539480314459
490	135	0.8147333168610407
490	140	0.27289169623449
490	145	5.464501622749566e-05
490	150	0.4033493174347774
490	155	1.4815093436283264
490	160	2.304696810614411
490	165	1.6695979205587008
490	170	0.2045066471810217
490	175	0.5373288722834123
490	180	2.458170969221312
490	185	1.6787559384958255
490	190	0.015634004951314794
490	195	2.3800985803479375
500	0	0.5673140409324171
500	5	0.1270987571969696
500	10	0.5477308542806328
500	15	2.862577489011266
500	20	0.02815028362387273
500	25	2.7550304254294793
500	30	2.1377648596071905
500	35	1.01220263982144
500	40	1.0670666317531756
500	45	2.3586400405509824
500	50	3.041127036524941
500	55	0.053870791051588866
500	60	3.36993188618731
500	65	0.04058647043569105
500	70	2.2745783277330296
500	75	3.8226414084094027
500	80	2.622248875602194
500	85	1.1897423466863148
500	90	0.39862353958736474
500	95	0.08532230936902803
500	100	0.0021773107171585895
500	105	0.022254006543223785
500	110	0.11366616674907762
500	115	0.3051990748357674
500	120	0.6713654389504369
500	125	1.3227842953938456
500	130	2.359043839434462
500	135	3.752824590256946
500	140	5.15706169539278
500	145	5.793939974739732
500	150	4.758699868760121
500	155	2.1274452777498523
500	160	0.052062078269511806
500	165	1.5769569153288738
500	170	5.775743640760758
500	175	6.085487456750932
500	180	1.1367956540043027
500	185	1.4980040684994285
500	190	7.446130825325035
500	195	3.3030927456927417
510	0	0.4378420881600081
510	5	0.4614325803789133
510	10	0.2774387497185562
510	15	0.01749424572503036
510	20	0.46592423236186636
510	25	0.08925318697192142
510	30	0.0665294759578434
510	35	0.25329534760466355
510	40	0.26500346279457115
510	45	0.08773884821425915
510	50	0.06196864250286732
510	55	0.5448548754279141
510	60	0.013353928388269976
510	65	0.5791408662364221
510	70	0.21208890458067384
510	75	0.012612168509474043
510	80	0.27428506024073884
510	85	0.5344143944510411
510	90	0.6637497816669256
510	95	0.71185570558593
510	100	0.7263762950752203
510	105	0.7288773696481375
510	110	0.7225949752352046
510	115	0.7028158285349214
510	120	0.6574640086359277
510	125	0.5725494050647046
510	130	0.4356746146699246
510	135	0.25327079913031586
510	140	0.07271590607093759
510	145	0.001999539356284421
510	150	0.17293977120120763
510	155	0.5987968874182164
510	160	0.9950270238698098
510	165	0.8898572086902856
510	170	0.2730624814307416
510	175	0.036563304887906004
510	180	0.7736767107850658
510	185	1.1254707360686456
510	190	0.2089757055797201
510	195	0.35769435132122346
520	0	0.03700739574667296
520	5	0.6943165752742019
520	10	4.87406582023842
520	15	5.681612771257367
520	20	1.0055320255581524
520	25	4.291390895491735
520	30	7.284076549982324
520	35	5.2806322858814205
520	40	5.138679129401156
520	45	7.407652860227566
520	50	6.379664167202101
520	55	0.007537951782831484
520	60	8.58713760577999
520	65	0.18300705677921258
520	70	5.8099243457323455
520	75	9.342387305866684
520	80	5.450101541359833
520	85	1.7400347011983295
520	90	0.22345765199464118
520	95	0.01588815067463551
520	100	0.28447805008128657
520	105	0.6868306811134245
520	110	1.1741308625250506
520	115	1.835559004421312
520	120	2.832542915802487
520	125	4.3713038939147975
520	130	6.627816230019274
520	135	9.559298628472988
520	140	12.60331977672203
520	145	14.352134204125317
520	150	12.924517891455963
520	155	7.607321897636816
520	160	1.3798417179020397
520	165	0.9574209947590475
520	170	9.506358784432031
520	175	16.97693188458283
520	180	9.990026102405391
520	185	0.03805388339518481
520	190	10.26574374464237
520	195	18.323364040206087
530	0	0.5126798617178763
530	5	0.38218069880693173
530	10	0.039018021192484376
530	15	0.3232070646789526
530	20	0.36586521966372354
530	25	0.45327813625343116
530	30	0.013810688497976092
530	35	0.0615467475628943
530	40	0.08764486583681545
530	45	0.0008807124969922505
530	50	0.2788331255776761
530	55	0.6988269992448329
530	60	0.0027834632280591153
530	65	0.7262942714422007
530	70	0.36034726710553405
530	75	0.006603822645640637
530	80	0.3528079005078658
530	85	0.7209474584214228
530	90	0.8914438269521259
530	95	0.9384884513349857
530	100	0.9426882855917731
530	105	0.9361105142793654
530	110	0.9246687021732451
530	115	0.9026605439994722
530	120	0.8566280852069432
530	125	0.7706710908027389
530	130	0.6275398291831551
530	135	0.4231777341732244
530	140	0.18813561238843857
530	145	0.016749183484886892
530	150	0.06522800389903523
530	155	0.4558461221419392
530	160	1.0615718213827112
530	165	1.3783712931499537
530	170	0.923021492463597
530	175	0.11880043753034343
530	180	0.2580728959574957
530	185	1.3586928328205692
530	190	1.2461450276051762
530	195	0.045880237735379685
540	0	0.6360370062981191
540	5	0.9105727334388004
540	10	1.1813081264285983
540	15	0.16737718765103105
540	20	0.94702779317342
540	25	0.05080955979038163
540	30	0.9834120155502499
540	35	1.281790654463932
540	40	1.3006283735243558
540	45	1.2637894580393827
540	50	0.491433679871185
540	55	0.2315506278125865
540	60	1.366406397666642
540	65	0.24613858747514966
540	70	0.6393707400615862
540	75	1.605581044393302
540	80	1.1220207227369647
540	85	0.4229898827370932
540	90	0.08114846223027383
540	95	0.00047173375938829216
540	100	0.02353137953978642
540	105	0.07418831872378338
540	110	0.13329918726127088
540	115	0.2084102934159885
540	120	0.3205012721587545
540	125	0.49991065709211335
540	130	0.7835189878210064
540	135	1.1983309243743714
540	140	1.7245537224179777
540	145	2.2347478306410773
540	150	2.45952913933065
540	155	2.0814218931933217
540	160	1.0739787594613095
540	165	0.10585856997990312
540	170	0.34162863328434573
540	175	1.9646063859938738
540	180	2.8804825676626593
540	185	1.2948954192339663
540	190	0.030481269290135286
540	195	2.216434367624202
550	0	0.09239388897194133
550	5	0.0043277604785242505
550	10	0.30291580848834837
550	15	1.0237762949090838
550	20	0.005372995143106877
550	25	1.005922008620084
550	30	0.6324467462356752
550	35	0.15310820717458226
550	40	0.08625677371031182
550	45	0.32678976706070983
550	50	1.0293591380482476
550	55	0.7073367589131605
550	60	0.28357409476679735
550	65	0.822008768431859
550	70	1.0039250297706124
550	75	0.04992898156712815
550	80	0.27223051798872294
550	85	0.91753407150396
550	90	1.3340759433230052
550	95	1.5166730275233764
550	100	1.5865211974947744
550	105	1.6186843280150747
550	110	1.6395925263391151
550	115	1.6496184780299659
550	120	1.6390657743497574
550	125	1.5852926250013595
550	130	1.4585944290178872
550	135	1.2223592136018495
550	140	0.8591141407932813
550	145	0.41483271856027565
550	150	0.05724002284104467
550	155	0.07738213290609486
550	160	0.7144150067561478
550	165	1.7556500582410608
550	170	2.3017934466713044
550	175	1.5127169709242048
550	180	0.1692717747194631
550	185	0.49117792972358876
550	190	2.3284453828275153
550	195	1.9763796517400354
560	0	0.8002171277976305
560	5	0.6887899429547316
560	10	0.1960010086193258
560	15	0.21459784260555778
560	20	0.7203082354141306
560	25	0.32260308216153066
560	30	0.05246748286869146
560	35	0.42237997656178455
560	40	0.542183993099048
