State0	Sigma0	State1	Sigma1	State2	Sigma2	State3	Sigma3	State4	Sigma4	State5	Sigma5	State6	Sigma6	State7	Sigma7	State8	Sigma8	State9	Sigma9	State10	Sigma10	
9.731165e+04	1.523766e-14	9.786792e+04	1.544089e-14	9.938236e+04	1.591782e-14	1.082472e+05	2.131400e-14	1.094664e+05	2.090100e-14	1.096235e+05	2.278079e-14	1.100426e+05	2.959239e-14	1.101764e+05	2.284261e-14	1.110202e+05	2.257046e-14	1.111587e+05	2.779455e-14	1.113516e+05	2.326612e-14
9.751096e+04	1.516553e-14	9.806723e+04	1.536556e-14	9.958167e+04	1.583748e-14	1.084465e+05	2.097688e-14	1.096657e+05	2.060176e-14	1.098228e+05	2.314649e-14	1.102419e+05	2.941569e-14	1.103757e+05	2.265946e-14	1.112195e+05	2.244642e-14	1.113580e+05	2.784754e-14	1.115510e+05	2.308106e-14
9.771966e+04	1.509241e-14	9.827593e+04	1.528950e-14	9.979037e+04	1.575479e-14	1.086552e+05	2.067000e-14	1.098744e+05	2.040305e-14	1.100315e+05	2.351978e-14	1.104506e+05	2.925650e-14	1.105844e+05	2.243594e-14	1.114282e+05	2.229572e-14	1.115667e+05	2.792184e-14	1.117596e+05	2.288508e-14
9.793820e+04	1.501912e-14	9.849447e+04	1.521434e-14	1.000089e+05	1.567430e-14	1.088738e+05	2.039881e-14	1.100929e+05	2.029997e-14	1.102501e+05	2.389071e-14	1.106691e+05	2.911329e-14	1.108029e+05	2.217299e-14	1.116467e+05	2.211702e-14	1.117853e+05	2.800965e-14	1.119782e+05	2.268469e-14
9.816703e+04	1.494543e-14	9.872330e+04	1.513790e-14	1.002377e+05	1.559138e-14	1.091026e+05	2.016700e-14	1.103217e+05	2.028872e-14	1.104789e+05	2.425079e-14	1.108979e+05	2.897470e-14	1.110318e+05	2.187960e-14	1.118755e+05	2.191391e-14	1.120141e+05	2.810528e-14	1.122070e+05	2.248266e-14
9.840665e+04	1.487001e-14	9.896292e+04	1.506074e-14	1.004774e+05	1.550871e-14	1.093422e+05	1.997836e-14	1.105613e+05	2.036165e-14	1.107185e+05	2.459322e-14	1.111375e+05	2.882615e-14	1.112714e+05	2.156403e-14	1.121152e+05	2.169214e-14	1.122537e+05	2.820395e-14	1.124466e+05	2.228464e-14
9.865756e+04	1.479621e-14	9.921383e+04	1.498365e-14	1.007283e+05	1.542594e-14	1.095931e+05	1.983507e-14	1.108123e+05	2.050827e-14	1.109694e+05	2.490997e-14	1.113885e+05	2.865401e-14	1.115223e+05	2.123377e-14	1.123661e+05	2.146089e-14	1.125046e+05	2.829651e-14	1.126976e+05	2.209864e-14
9.892030e+04	1.472056e-14	9.947657e+04	1.490727e-14	1.009910e+05	1.534304e-14	1.098559e+05	1.973637e-14	1.110750e+05	2.071856e-14	1.112322e+05	2.519617e-14	1.116512e+05	2.846659e-14	1.117850e+05	2.089743e-14	1.126288e+05	2.123169e-14	1.127674e+05	2.837879e-14	1.129603e+05	2.192438e-14
9.919542e+04	1.464606e-14	9.975169e+04	1.482955e-14	1.012661e+05	1.525978e-14	1.101310e+05	1.968120e-14	1.113501e+05	2.098301e-14	1.115073e+05	2.544750e-14	1.119263e+05	2.827268e-14	1.120602e+05	2.056411e-14	1.129039e+05	2.101362e-14	1.130425e+05	2.844736e-14	1.132354e+05	2.176734e-14
9.948350e+04	1.457026e-14	1.000398e+05	1.475123e-14	1.015542e+05	1.517572e-14	1.104191e+05	1.966909e-14	1.116382e+05	2.128904e-14	1.117954e+05	2.565953e-14	1.122144e+05	2.809034e-14	1.123483e+05	2.024427e-14	1.131920e+05	2.081854e-14	1.133306e+05	2.849582e-14	1.135235e+05	2.162804e-14
9.978516e+04	1.449409e-14	1.003414e+05	1.467274e-14	1.018559e+05	1.509206e-14	1.107207e+05	1.969392e-14	1.119399e+05	2.162616e-14	1.120970e+05	2.582936e-14	1.125161e+05	2.793133e-14	1.126499e+05	1.994109e-14	1.134937e+05	2.064966e-14	1.136322e+05	2.852082e-14	1.138252e+05	2.150293e-14
1.001010e+05	1.441754e-14	1.006573e+05	1.459428e-14	1.021718e+05	1.500706e-14	1.110366e+05	1.975252e-14	1.122557e+05	2.198331e-14	1.124129e+05	2.595542e-14	1.128319e+05	2.779720e-14	1.129658e+05	1.966242e-14	1.138096e+05	2.050982e-14	1.139481e+05	2.851956e-14	1.141410e+05	2.139013e-14
1.004318e+05	1.434125e-14	1.009881e+05	1.451551e-14	1.025025e+05	1.492310e-14	1.113674e+05	1.983987e-14	1.125865e+05	2.235034e-14	1.127437e+05	2.603622e-14	1.131627e+05	2.767913e-14	1.132966e+05	1.941168e-14	1.141403e+05	2.039831e-14	1.142789e+05	2.848980e-14	1.144718e+05	2.128480e-14
1.007782e+05	1.426301e-14	1.013344e+05	1.443520e-14	1.028489e+05	1.483728e-14	1.117137e+05	1.995179e-14	1.129329e+05	2.271831e-14	1.130900e+05	2.607033e-14	1.135091e+05	2.755966e-14	1.136429e+05	1.919280e-14	1.144867e+05	2.031408e-14	1.146252e+05	2.842853e-14	1.148182e+05	2.118550e-14
1.011408e+05	1.418474e-14	1.016971e+05	1.435486e-14	1.032116e+05	1.475172e-14	1.120764e+05	2.008214e-14	1.132955e+05	2.307794e-14	1.134527e+05	2.605850e-14	1.138717e+05	2.742493e-14	1.140056e+05	1.900773e-14	1.148494e+05	2.024800e-14	1.149879e+05	2.833494e-14	1.151808e+05	2.108318e-14
1.015206e+05	1.410717e-14	1.020769e+05	1.427496e-14	1.035913e+05	1.466632e-14	1.124562e+05	2.022602e-14	1.136753e+05	2.342170e-14	1.138325e+05	2.600209e-14	1.142515e+05	2.726294e-14	1.143854e+05	1.885805e-14	1.152291e+05	2.019476e-14	1.153677e+05	2.820896e-14	1.155606e+05	2.097478e-14
1.019183e+05	1.402848e-14	1.024746e+05	1.419403e-14	1.039890e+05	1.457967e-14	1.128539e+05	2.037818e-14	1.140730e+05	2.374182e-14	1.142302e+05	2.590072e-14	1.146492e+05	2.707152e-14	1.147830e+05	1.874356e-14	1.156268e+05	2.014630e-14	1.157654e+05	2.804945e-14	1.159583e+05	2.085633e-14
1.023347e+05	1.394955e-14	1.028910e+05	1.411316e-14	1.044054e+05	1.449330e-14	1.132703e+05	2.053328e-14	1.144894e+05	2.403389e-14	1.146466e+05	2.575760e-14	1.150656e+05	2.685934e-14	1.151994e+05	1.866269e-14	1.160432e+05	2.009332e-14	1.161818e+05	2.785782e-14	1.163747e+05	2.072369e-14
1.027707e+05	1.387083e-14	1.033270e+05	1.403199e-14	1.048414e+05	1.440663e-14	1.137063e+05	2.068524e-14	1.149254e+05	2.429169e-14	1.150826e+05	2.557186e-14	1.155016e+05	2.664083e-14	1.156355e+05	1.861136e-14	1.164792e+05	2.002700e-14	1.166178e+05	2.763138e-14	1.168107e+05	2.057404e-14
1.032273e+05	1.379088e-14	1.037836e+05	1.395006e-14	1.052980e+05	1.431925e-14	1.141629e+05	2.083132e-14	1.153820e+05	2.451140e-14	1.155392e+05	2.534741e-14	1.159582e+05	2.643181e-14	1.160921e+05	1.859030e-14	1.169358e+05	1.994209e-14	1.170744e+05	2.737458e-14	1.172673e+05	2.040624e-14
1.037054e+05	1.371056e-14	1.042617e+05	1.386761e-14	1.057761e+05	1.423124e-14	1.146410e+05	2.096677e-14	1.158601e+05	2.468973e-14	1.160173e+05	2.508560e-14	1.164363e+05	2.624648e-14	1.165702e+05	1.859346e-14	1.174139e+05	1.983328e-14	1.175525e+05	2.708547e-14	1.177454e+05	2.022072e-14
1.042060e+05	1.363013e-14	1.047623e+05	1.378498e-14	1.062768e+05	1.414281e-14	1.151416e+05	2.108812e-14	1.163607e+05	2.482509e-14	1.165179e+05	2.478792e-14	1.169369e+05	2.609366e-14	1.170708e+05	1.861710e-14	1.179146e+05	1.969766e-14	1.180531e+05	2.676484e-14	1.182460e+05	2.001846e-14
1.047303e+05	1.354811e-14	1.052865e+05	1.370069e-14	1.068010e+05	1.405325e-14	1.156659e+05	2.119351e-14	1.168850e+05	2.491450e-14	1.170421e+05	2.445781e-14	1.174612e+05	2.597207e-14	1.175950e+05	1.865921e-14	1.184388e+05	1.953460e-14	1.185773e+05	2.641692e-14	1.187703e+05	1.980137e-14
1.052792e+05	1.346704e-14	1.058355e+05	1.361747e-14	1.073499e+05	1.396407e-14	1.162148e+05	2.127855e-14	1.174339e+05	2.495870e-14	1.175911e+05	2.409736e-14	1.180101e+05	2.587834e-14	1.181440e+05	1.871322e-14	1.189877e+05	1.934193e-14	1.191263e+05	2.604207e-14	1.193192e+05	1.956972e-14
1.058540e+05	1.338496e-14	1.064103e+05	1.353289e-14	1.079247e+05	1.387416e-14	1.167896e+05	2.134145e-14	1.180087e+05	2.495626e-14	1.181659e+05	2.371015e-14	1.185849e+05	2.579753e-14	1.187188e+05	1.877560e-14	1.195625e+05	1.912361e-14	1.197011e+05	2.564218e-14	1.198940e+05	1.933011e-14
1.064559e+05	1.330130e-14	1.070122e+05	1.344709e-14	1.085266e+05	1.378348e-14	1.173915e+05	2.138029e-14	1.186106e+05	2.490923e-14	1.187678e+05	2.329998e-14	1.191868e+05	2.571416e-14	1.193207e+05	1.884313e-14	1.201644e+05	1.888391e-14	1.203030e+05	2.522198e-14	1.204959e+05	1.908565e-14
1.070862e+05	1.321853e-14	1.076424e+05	1.336220e-14	1.091569e+05	1.369359e-14	1.180218e+05	2.139237e-14	1.192409e+05	2.481789e-14	1.193980e+05	2.286891e-14	1.198171e+05	2.561530e-14	1.199509e+05	1.891091e-14	1.207947e+05	1.862614e-14	1.209332e+05	2.478036e-14	1.211262e+05	1.883803e-14
1.077461e+05	1.313420e-14	1.083024e+05	1.327562e-14	1.098169e+05	1.360126e-14	1.186817e+05	2.137587e-14	1.199008e+05	2.468168e-14	1.200580e+05	2.241414e-14	1.204770e+05	2.548681e-14	1.206109e+05	1.897460e-14	1.214547e+05	1.835559e-14	1.215932e+05	2.431777e-14	1.217861e+05	1.859439e-14
1.084372e+05	1.304979e-14	1.089935e+05	1.318849e-14	1.105079e+05	1.350974e-14	1.193728e+05	2.132980e-14	1.205919e+05	2.450433e-14	1.207491e+05	2.194380e-14	1.211681e+05	2.532368e-14	1.213020e+05	1.903104e-14	1.221457e+05	1.807878e-14	1.222843e+05	2.383740e-14	1.224772e+05	1.835575e-14
1.091608e+05	1.296496e-14	1.097171e+05	1.310204e-14	1.112316e+05	1.341833e-14	1.200964e+05	2.125428e-14	1.213155e+05	2.428788e-14	1.214727e+05	2.145989e-14	1.218917e+05	2.512449e-14	1.220256e+05	1.907690e-14	1.228694e+05	1.779911e-14	1.230079e+05	2.334404e-14	1.232008e+05	1.812589e-14
1.099186e+05	1.287883e-14	1.104749e+05	1.301359e-14	1.119893e+05	1.332508e-14	1.208542e+05	2.115211e-14	1.220733e+05	2.403167e-14	1.222305e+05	2.096042e-14	1.226495e+05	2.489293e-14	1.227833e+05	1.911134e-14	1.236271e+05	1.752776e-14	1.237657e+05	2.283538e-14	1.239586e+05	1.791206e-14
1.107120e+05	1.279238e-14	1.112683e+05	1.292517e-14	1.127828e+05	1.323162e-14	1.216476e+05	2.102138e-14	1.228667e+05	2.374148e-14	1.230239e+05	2.045290e-14	1.234429e+05	2.464120e-14	1.235768e+05	1.912922e-14	1.244206e+05	1.726538e-14	1.245591e+05	2.231625e-14	1.247520e+05	1.771077e-14
1.115429e+05	1.270477e-14	1.120992e+05	1.283711e-14	1.136136e+05	1.313893e-14	1.224785e+05	2.086495e-14	0.000000e+00	0.000000e+00	1.238548e+05	1.993906e-14	1.242738e+05	2.438035e-14	1.244076e+05	1.913027e-14	1.252514e+05	1.701851e-14	1.253900e+05	2.178914e-14	1.255829e+05	1.752793e-14
1.124129e+05	1.261816e-14	1.129692e+05	1.274845e-14	1.144836e+05	1.304639e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.251438e+05	2.412471e-14	1.252776e+05	1.911080e-14	1.261214e+05	1.678790e-14	1.262600e+05	2.125007e-14	1.264529e+05	1.736161e-14
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.153946e+05	1.295286e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.260548e+05	2.388584e-14	0.000000e+00	0.000000e+00	1.270324e+05	1.658193e-14	0.000000e+00	0.000000e+00	1.273639e+05	1.721644e-14
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.163485e+05	1.285972e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.270087e+05	2.367564e-14	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.283178e+05	1.708868e-14
