E, cm-1	Sigma_00, cm2	Sigma_01, cm2	Sigma_10, cm2	Sigma_11, cm2	
9.436004e+04	2.567733e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.439249e+04	2.582629e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.440640e+04	2.569654e-14	1.086859e-21	1.698287e-24	6.737795e-14
9.442032e+04	2.571894e-14	4.948054e-21	5.919335e-23	4.171351e-14
9.443423e+04	2.574096e-14	2.313389e-21	5.123904e-23	3.823273e-14
9.445277e+04	2.572073e-14	1.955835e-21	6.925200e-23	3.617250e-14
9.446669e+04	2.574402e-14	1.429424e-21	6.449357e-23	3.529368e-14
9.448523e+04	2.557761e-14	1.601981e-21	9.254002e-23	3.445984e-14
9.449915e+04	2.560331e-14	1.283246e-21	8.602093e-23	3.397264e-14
9.451769e+04	2.558840e-14	2.138552e-21	1.691832e-22	3.349937e-14
9.453160e+04	2.561552e-14	2.310753e-21	2.032672e-22	3.320330e-14
9.455015e+04	2.560292e-14	1.667502e-21	1.659341e-22	3.285087e-14
9.456406e+04	2.548418e-14	1.159654e-21	1.252183e-22	3.263637e-14
9.458725e+04	2.557979e-14	1.831656e-21	2.229947e-22	3.230048e-14
9.460116e+04	2.560847e-14	2.393390e-21	3.106674e-22	3.213217e-14
9.461971e+04	2.559908e-14	2.560888e-21	3.593392e-22	3.192746e-14
9.463362e+04	2.548683e-14	2.245093e-21	3.323634e-22	3.179560e-14
9.465680e+04	2.558374e-14	2.091060e-21	3.358361e-22	3.159794e-14
9.467071e+04	2.547543e-14	1.989138e-21	3.341132e-22	3.148852e-14
9.469390e+04	2.557203e-14	1.664154e-21	2.994774e-22	3.132471e-14
9.470781e+04	2.546673e-14	1.830971e-21	3.423671e-22	3.122914e-14
9.473099e+04	2.542992e-14	2.636807e-21	5.232415e-22	3.108681e-14
9.474491e+04	2.546171e-14	2.913807e-21	5.977808e-22	3.100491e-14
9.476809e+04	2.555878e-14	2.831648e-21	6.119273e-22	3.088363e-14
9.478664e+04	2.542691e-14	2.837101e-21	6.373452e-22	3.079279e-14
9.480982e+04	2.539501e-14	3.603967e-21	8.471776e-22	3.069134e-14
9.482374e+04	2.542838e-14	4.210312e-21	1.015475e-21	3.063119e-14
9.484692e+04	2.539889e-14	4.458680e-21	1.119895e-21	3.053751e-14
9.486547e+04	2.540170e-14	4.105237e-21	1.063142e-21	3.046651e-14
9.488865e+04	2.537363e-14	3.831651e-21	1.028787e-21	3.038349e-14
9.490720e+04	2.537794e-14	4.012947e-21	1.107342e-21	3.032147e-14
9.493039e+04	2.535228e-14	4.165451e-21	1.187314e-21	3.024774e-14
9.494893e+04	2.535757e-14	4.370686e-21	1.276907e-21	3.019328e-14
9.497212e+04	2.533378e-14	4.961871e-21	1.492771e-21	3.012542e-14
9.499067e+04	2.534083e-14	5.629193e-21	1.731838e-21	3.007660e-14
9.501849e+04	2.541327e-14	5.881079e-21	1.867917e-21	3.000251e-14
9.503704e+04	2.529696e-14	5.886061e-21	1.907662e-21	2.995859e-14
9.506486e+04	2.524733e-14	7.314173e-21	2.439976e-21	2.989212e-14
9.508341e+04	2.525695e-14	9.405474e-21	3.195795e-21	2.985268e-14
9.511123e+04	2.533456e-14	1.266250e-20	4.417251e-21	2.979214e-14
