E, cm-1	Sigma_00, cm2	Sigma_01, cm2	Sigma_10, cm2	Sigma_11, cm2	
9.468217e+04	4.358968e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.470536e+04	4.533498e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.473318e+04	4.372875e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.475637e+04	4.443693e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.478419e+04	4.462524e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.481201e+04	4.184648e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.483983e+04	4.318432e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.486765e+04	4.413395e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.489548e+04	4.295503e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.492793e+04	4.384069e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.495576e+04	4.275947e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.498821e+04	4.158214e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.502067e+04	4.136581e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.505313e+04	4.356780e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.508559e+04	4.545515e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.510414e+04	4.662229e-14	0.000000e+00	0.000000e+00	0.000000e+00
9.512269e+04	4.519917e-14	1.559619e-20	1.896389e-22	3.927563e-14
9.514124e+04	4.606726e-14	3.245350e-20	7.855742e-22	3.551340e-14
9.515515e+04	4.493347e-14	5.377052e-20	1.777126e-21	5.351839e-14
9.517370e+04	4.511303e-14	5.749977e-20	2.564252e-21	4.601320e-14
9.519224e+04	4.396140e-14	4.213605e-20	2.354102e-21	4.949816e-14
9.521079e+04	4.605711e-14	8.419742e-20	5.631069e-21	5.360015e-14
9.522934e+04	4.495094e-14	7.790556e-20	6.048259e-21	5.802992e-14
9.524789e+04	4.343060e-14	5.064582e-20	4.464280e-21	5.539956e-14
9.526643e+04	4.381998e-14	1.792167e-19	1.763876e-20	5.562669e-14
9.528498e+04	4.294208e-14	9.417806e-20	1.021520e-20	5.597424e-14
9.530353e+04	4.573946e-14	1.745293e-19	2.064523e-20	5.507147e-14
9.532208e+04	4.411482e-14	1.308381e-19	1.673430e-20	5.766213e-14
9.534526e+04	4.433384e-14	1.607878e-19	2.244961e-20	5.900957e-14
9.536381e+04	4.433565e-14	1.290786e-19	1.920375e-20	5.726357e-14
9.538236e+04	4.363124e-14	1.651284e-19	2.604666e-20	5.667635e-14
9.540554e+04	4.480184e-14	1.748747e-19	2.949687e-20	6.243208e-14
9.542409e+04	4.470941e-14	1.780449e-19	3.155358e-20	6.190645e-14
9.544728e+04	4.306187e-14	1.415647e-19	2.656659e-20	5.797583e-14
9.546583e+04	4.457892e-14	1.666643e-19	3.263756e-20	5.989493e-14
9.548901e+04	4.427637e-14	1.590953e-19	3.274269e-20	6.314345e-14
9.550756e+04	4.524631e-14	1.706066e-19	3.644342e-20	5.866931e-14
9.553074e+04	4.391734e-14	1.586943e-19	3.541333e-20	6.118251e-14
9.555393e+04	4.419553e-14	2.077862e-19	4.830388e-20	5.888387e-14
9.557711e+04	4.311361e-14	1.405250e-19	3.394566e-20	6.380071e-14
9.560030e+04	4.415769e-14	1.296816e-19	3.247799e-20	5.894121e-14
9.562348e+04	4.437043e-14	1.379369e-19	3.574215e-20	6.331181e-14
9.564667e+04	4.484509e-14	1.477743e-19	3.954387e-20	5.952478e-14
9.566985e+04	4.343898e-14	1.421487e-19	3.921620e-20	6.181433e-14
9.569304e+04	4.481765e-14	1.547387e-19	4.394290e-20	6.201780e-14
9.571622e+04	4.508579e-14	1.450839e-19	4.235027e-20	6.321087e-14
9.573941e+04	4.571542e-14	1.624673e-19	4.868319e-20	5.810548e-14
9.576723e+04	4.563761e-14	1.490414e-19	4.601278e-20	6.254934e-14
